RegionName,Timeslice,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,13.455299405400822,6.11790957588843,2.0728891841238912,16.452936297787772,8.30092542783192,22.156875,10.002937500000002,1.9194532173339647,4.950000000000016,3.9840801866783613,1.695219542702495
UK,2,1.0219214738279108,1.019651595981405,0.3189060283267525,4.14762804064288,2.9676886231172173,7.385624999999999,3.3343125000000002,0.7677812869335839,1.9800000000000018,0.7372349256622942,0.3390914398424638
UK,3,1.0219214738279108,0.0,0.4783590424901287,4.636818212896055,3.121597412851488,9.8475,4.44575,1.3436172521337715,3.4650000000000016,2.5863485419249224,1.1231824596734425
UK,4,1.5328822107418658,3.058954787944215,0.3189060283267525,8.659137629516364,4.415058944403037,9.8475,4.44575,0.5758359652001875,1.485,1.9247569538039124,0.81192746287543
UK,5,13.455299405400822,6.11790957588843,2.0728891841238912,19.96483726796836,10.31898096584014,22.156875,10.002937500000002,1.9194532173339647,4.950000000000016,4.1730621097433795,1.6976887366741713
UK,6,1.0219214738279108,1.019651595981405,0.3189060283267525,5.280921455173138,3.6207227899293644,7.385624999999999,3.3343125000000002,0.7677812869335839,1.9800000000000018,0.794962637369547,0.34345292609460537
UK,7,1.0219214738279108,0.0,0.4783590424901287,6.022880957700923,3.786166352253081,9.8475,4.44575,1.3436172521337715,3.4650000000000016,2.7136457976115387,1.1325759332121654
UK,8,1.5328822107418658,3.058954787944215,0.3189060283267525,10.968844506356024,5.446175953307004,9.8475,4.44575,0.5758359652001875,1.485,2.083939572439159,0.81192746287543
UK,9,44.85099801800274,6.11790957588843,2.0728891841238912,3.242950051145456,0.8437984340384218,17.725499999999997,8.00235,1.9194532173339647,5.94,2.9625425816347284,1.5830833319854392
UK,10,3.406404912759702,1.019651595981405,0.3189060283267525,0.09748110971404125,0.32617256116761295,5.908499999999999,2.66745,0.7677812869335839,2.3760000000000003,0.5079715009354774,0.3119850632320844
UK,11,3.406404912759702,0.0,0.4783590424901287,0.15976236023840926,0.5473336804919342,7.878,3.5566000000000004,1.3436172521337715,4.158,2.008952214672555,1.0709448647109416
UK,12,5.109607369139553,3.058954787944215,0.3189060283267525,0.0,0.3820490917638566,7.878,3.5566000000000004,0.5758359652001875,1.782,1.2735787927981106,0.7977815471260253
UK,13,2.9900665345335167,6.11790957588843,2.0728891841238912,43.76068841469948,18.706983458510667,26.58825,12.003525000000002,1.9194532173339647,3.9599999999999986,4.498605239654888,1.6976887366741713
UK,14,0.2270936608506468,1.019651595981405,0.3189060283267525,12.552543184200143,6.328899456479824,8.862749999999998,4.001175,0.7677812869335839,1.5839999999999985,0.8975812246286198,0.34345292609460537
UK,15,0.2270936608506468,0.0,0.4783590424901287,12.765851909090134,5.138228165262507,11.816999999999998,5.3349,1.3436172521337715,2.7719999999999985,2.884045465649372,1.1360123012388008
UK,16,0.34064049127597024,3.058954787944215,0.3189060283267525,25.393542280568603,8.44499140348651,11.816999999999998,5.3349,0.5758359652001875,1.1880000000000002,2.1514786897076092,0.81192746287543
