ProcessName,RegionName,Time,season,period,UtilizationFactor,MinimumServiceFactor
SCHP-GES00 [SER.CHP: .00.GAS-ENGINE.BOG.],UK,2010,W,Day,1.000000,0.000000
SCHP-GES00 [SER.CHP: .00.GAS-ENGINE.BOG.],UK,2010,W,Evening,1.000000,0.000000
SCHP-GES00 [SER.CHP: .00.GAS-ENGINE.BOG.],UK,2010,W,Night,1.000000,0.000000
SCHP-GES00 [SER.CHP: .00.GAS-ENGINE.BOG.],UK,2010,W,Peak,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,A,Day,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,A,Evening,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,A,Night,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,A,Peak,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,P,Day,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,P,Evening,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,P,Night,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,P,Peak,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,S,Day,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,S,Evening,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,S,Night,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,S,Peak,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,W,Day,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,W,Evening,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,W,Night,1.000000,0.000000
SCHP-STW00 [SER.CHP: .00.STEAM-TURBINE.BIOMASS.],UK,2010,W,Peak,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,A,Day,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,A,Evening,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,A,Night,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,A,Peak,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,P,Day,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,P,Evening,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,P,Night,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,P,Peak,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,S,Day,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,S,Evening,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,S,Night,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,S,Peak,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,W,Day,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,W,Evening,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,W,Night,1.000000,0.000000
SCKELC000 [SER.COOKING: .00.ELC.],UK,2010,W,Peak,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,A,Day,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,A,Evening,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,A,Night,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,A,Peak,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,P,Day,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,P,Evening,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,P,Night,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,P,Peak,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,S,Day,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,S,Evening,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,S,Night,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,S,Peak,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,W,Day,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,W,Evening,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,W,Night,1.000000,0.000000
SCKNGA000 [SER.COOKING: .00.NGA.],UK,2010,W,Peak,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,A,Day,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,A,Evening,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,A,Night,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,A,Peak,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,P,Day,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,P,Evening,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,P,Night,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,P,Peak,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,S,Day,1.000000,0.000000
SCKOTH000 [SER.COOKING: .00.OIL.HEAT.],UK,2010,S,Evening,1.000000,0.000000
