RegionName,Timeslice,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,23.03401035348769,10.473196341967066,3.5485610160095877,28.16563895088052,14.210282245481878,37.93016214459551,17.123941950173663,3.2858953152212504,8.473862068353423,6.820312317408501,2.902031632411735
UK,2,1.7494185078598248,1.7455327236611777,0.545932464001475,7.1002884701500255,5.080360414973126,12.643387381531836,5.707980650057888,1.314358126088497,3.389544827341361,1.262066075158596,0.5804876949059388
UK,3,1.7494185078598248,0.0,0.8188986960022125,7.937728883254559,5.343835537259069,16.85784984204245,7.61064086674385,2.300126720654869,5.931703447847379,4.427547637365396,1.922766311286196
UK,4,2.624127761789737,5.236598170983533,0.545932464001475,14.823502606749548,7.5581011148528034,16.85784984204245,7.61064086674385,0.9857685945663719,2.5421586205060187,3.2949747356845256,1.389931581800915
UK,5,23.03401035348769,10.473196341967066,3.5485610160095877,34.17763176280512,17.66497401828155,37.93016214459551,17.123941950173663,3.2858953152212504,8.473862068353423,7.143828832451963,2.9062586241563806
UK,6,1.7494185078598248,1.7455327236611777,0.545932464001475,9.040363637362681,6.198283941334385,12.643387381531836,5.707980650057888,1.314358126088497,3.389544827341361,1.3608896441543392,0.5879540853935483
UK,7,1.7494185078598248,0.0,0.8188986960022125,10.310517674680774,6.481505340774427,16.85784984204245,7.61064086674385,2.300126720654869,5.931703447847379,4.645466705318588,1.9388469171669769
UK,8,2.624127761789737,5.236598170983533,0.545932464001475,18.777469776985225,9.323261379455907,16.85784984204245,7.61064086674385,0.9857685945663719,2.5421586205060187,3.5674780799258143,1.389931581800915
UK,9,76.78003451162564,10.473196341967066,3.5485610160095877,5.551578066255796,1.4444912209159992,30.34412971567641,13.69915356013893,3.2858953152212504,10.168634482024075,5.071550951191164,2.7100666258492816
UK,10,5.831395026199416,1.7455327236611777,0.545932464001475,0.16687706625996163,0.5583719785486708,10.11470990522547,4.56638452004631,1.314358126088497,4.06745379280963,0.8695920067841784,0.5340845238818588
UK,11,5.831395026199416,0.0,0.8188986960022125,0.27349579886360953,0.9369757805763375,13.48627987363396,6.088512693395081,2.300126720654869,7.1180441374168515,3.439107872535012,1.833341225529682
UK,12,8.747092539299123,5.236598170983533,0.545932464001475,0.0,0.6540265266558827,13.48627987363396,6.088512693395081,0.9857685945663719,3.0505903446072224,2.180228489565902,1.365715311317884
UK,13,5.11866896744171,10.473196341967066,3.5485610160095877,74.9135429580513,32.02432273583604,45.51619457351462,20.548730340208397,3.2858953152212504,6.779089654682714,7.701123293092403,2.9062586241563806
UK,14,0.38875966841329435,1.7455327236611777,0.545932464001475,21.488589808073044,10.834388088623626,15.172064857838205,6.849576780069465,1.314358126088497,2.711635861873084,1.5365615136659898,0.5879540853935483
UK,15,0.38875966841329435,0.0,0.8188986960022125,21.853751164172866,8.79608823195215,20.22941981045094,9.13276904009262,2.300126720654869,4.745362758277899,4.937172419146023,1.9447296057879482
UK,16,0.5831395026199415,5.236598170983533,0.545932464001475,43.47098479039161,14.45690753971213,20.22941981045094,9.13276904009262,0.9857685945663719,2.033726896404815,3.6830977090068635,1.389931581800915
