ProcessName,RegionName,Time,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Fuel,EndUse,A1,A2,A3,B6,C7,C9,D10,D11,D12,E13,E14,H20,I21,I22,J23,G17,H19,J24,B5,G18,B4,C8,F15,F16
Unit,-,year,MGBP2020/PJ_a,-,MGBP2020/PJ_a,-,MGBP2020/PJ,-,PJ,%,PJ,years,-,PJ,%,-,-,-,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new
RHEACSVSOL02 [RES.HEAT.EXISTING-AVERAGE: .02.CONSERVATION.SOLID-WALL.PRE-1966-SOLID-BRICK.],UK,2010,193.194503534752,1,0.000281025993785082,1,0,1,100000000.0,100,224.288755770791,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEACSVSOL03 [RES.HEAT.EXISTING-AVERAGE: .03.CONSERVATION.SOLID-WALL.OTHER.],UK,2010,279.306728096606,1,0.000281025993785082,1,0,1,100000000.0,100,71.596297154923,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEAGHBRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],UK,2010,18.1093204118542,1,1.08655922471125,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEAGHHRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.HDG.BOILER.RADIATOR.],UK,2010,18.1093204118542,1,1.08655922471125,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.84,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEAGHPRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.RADIATOR.],UK,2010,58.798429414003,1,2.93992147070015,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEAGHSRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.RADIATOR.],UK,2010,69.0704144482885,1,3.45352072241442,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEANSTRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.99592532122074,1,0.299592532122074,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.7,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEARAD01 [RES.HEAT.EXISTING-AVERAGE: .01.HTP.RADIATOR.],UK,2010,35.9435703435755,1,0.71887140687151,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEAREFCG01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.MICRO-CHP.REFORMER.],UK,2010,5.07991357136648,1,0.253995678568324,1,0,1,100000000.0,100,100000000.0,15.0,0.102330509469646,1,0.81,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEASHTRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.62143465606815,1,0.262143465606815,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.9,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEASHTRG01 [RES.HEAT.EXISTING-AVERAGE: .01.NGA.HEATER.STANDALONE.],UK,2010,6.10855195224853,1,0.610855195224853,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.7,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEASTGNT01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.NIGHT-STORAGE.HEAT-SUPPLY.],UK,2010,0.001,1,0.001,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHEAUND01 [RES.HEAT.EXISTING-AVERAGE: .01.HTP.UNDERFLOOR.],UK,2010,83.8902852776298,1,0.838902852776298,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNAAHBRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.RADIATOR.],UK,2010,8.41674132556286,1,0.505004479533772,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNAAHHRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.AIR.HDG.BOILER.RADIATOR.],UK,2010,8.41674132556286,1,0.505004479533772,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.8865,0.1,HYDROGEN,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNAAHPRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.AIR.RADIATOR.],UK,2010,24.779455183494,1,1.2389727591747,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.8865,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNAAHSRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.AIR.SOLAR-THERMAL.RADIATOR.],UK,2010,34.6153720372864,1,1.73076860186432,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.8865,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNABLCRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.BOILER.CON.RADIATOR.],UK,2010,2.28072362883868,1,0.228072362883868,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNABLCRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.BOILER.CON.RADIATOR.],UK,2010,2.36114420030093,1,0.236114420030093,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,HYDROGEN,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNABLCRO01 [RES.HEAT.NEW-AVERAGE: .01.KER.BOILER.CON.RADIATOR.],UK,2010,3.7555560980567,1,0.37555560980567,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,KEROSENE,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNABLCRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.RADIATOR.],UK,2010,18.9523888888889,1,1.89523888888889,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,PELLETS,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNABLRRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.BOILER.CON.RADIATOR.],UK,2010,1.75209958199097,1,0.175209958199097,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNABLRRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.RADIATOR.],UK,2010,18.9523888888889,1,1.89523888888889,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,WOOD,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNABLSRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,6.10063183282202,1,0.610063183282202,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNABLSRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,6.6172960596053,1,0.66172960596053,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNABLSRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,6.6172960596053,1,0.66172960596053,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,0.84,0.1,HYDROGEN,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNABLSRO01 [RES.HEAT.NEW-AVERAGE: .01.KER.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,8.05876127838853,1,0.805876127838853,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,KEROSENE,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNABLSRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,22.9117743228218,1,2.29117743228218,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,PELLETS,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNABLSRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,22.9117743228218,1,2.29117743228218,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,1.0,0.1,WOOD,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNACHBRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.MICRO-CHP-BOILER.STD.RADIATOR.],UK,2010,1.22171039044971,1,0.0610855195224853,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.88,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNACHPRG01 [RES.HEAT.NEW-AVERAGE: .01.GAS.MICRO-CHP.STD.RADIATOR.],UK,2010,276.19658829741,1,13.8098294148705,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.8,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNACHPRW01 [RES.HEAT.NEW-AVERAGE: .01.PELH.MICRO-CHP.STD.RADIATOR.],UK,2010,662.277840756155,1,33.1138920378077,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.8,0.1,PELLETS,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33166591726618705,0.0,0.0,0.37078462230215825,0.2975494604316547,0.0,0.0,0.0,0.0
RHNAGHBRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],UK,2010,14.4874563294833,1,0.869247379769001,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNAGHHRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.HDG.BOILER.RADIATOR.],UK,2010,14.4874563294833,1,0.869247379769001,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,3.266,0.1,HYDROGEN,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNAGHPRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.RADIATOR.],UK,2010,47.0387435312024,1,2.35193717656012,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,3.266,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNAGHSRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.RADIATOR.],UK,2010,55.5805157136164,1,2.77902578568082,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,3.266,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNANSTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.39674025697659,1,0.239674025697659,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.7,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNARAD01 [RES.HEAT.NEW-AVERAGE: .01.HTP.RADIATOR.],UK,2010,32.9474556872679,1,0.658949113745357,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNAREFCG01 [RES.HEAT.NEW-AVERAGE: .01.HDG.MICRO-CHP.REFORMER.],UK,2010,3.96212165788904,1,0.198106082894452,1,0,1,100000000.0,100,100000000.0,15.0,0.0604063612889421,1,0.81,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNASA01 [RES.HEAT.NEW-AVERAGE: .01.STANDALONE.DELIVERY.],UK,2010,0.000281025993785082,1,0.000281025993785082,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNASHTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.09714772485452,1,0.209714772485452,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.9,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNASHTRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.HEATER.STANDALONE.],UK,2010,4.88684156179883,1,0.488684156179883,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.7,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0.05452813438269943,0.047201524174322454,0.05297702766057196,0.05249324196267369,0.06543076877038632,0.06825368325502988,0.06972997775583285,0.04380006184476963,0.08012388903851334,0.08340066433252537,0.07284715364435268,0.058238820560393416,0.07711145025984778,0.09241803074283549,0.08144557161524574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNASTGNT01 [RES.HEAT.NEW-AVERAGE: .01.ELC.NIGHT-STORAGE.HEAT-SUPPLY.],UK,2010,0.001,1,0.001,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
RHNAUND01 [RES.HEAT.NEW-AVERAGE: .01.HTP.UNDERFLOOR.],UK,2010,50.3384781365875,1,1.00676956273175,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339776556126973,0.0,0.17063309097357687,0.19815570136549032,0.24412129810250044,0.15311225394573505
