ProcessName,RegionName,Time,season,period,UtilizationFactor,MinimumServiceFactor
RCHEOVEN00 [RES.COOKING: .00.OVEN.ELECTRIC.],UK,2010,W,Peak,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,A,Day,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,A,Evening,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,A,Night,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,A,Peak,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,P,Day,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,P,Evening,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,P,Night,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,P,Peak,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,S,Day,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,S,Evening,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,S,Night,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,S,Peak,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,W,Day,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,W,Evening,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,W,Night,1.000000,0.000000
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.],UK,2010,W,Peak,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,A,Day,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,A,Evening,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,A,Night,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,A,Peak,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,P,Day,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,P,Evening,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,P,Night,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,P,Peak,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,S,Day,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,S,Evening,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,S,Night,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,S,Peak,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,W,Day,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,W,Evening,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,W,Night,1.000000,0.000000
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.],UK,2010,W,Peak,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,A,Day,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,A,Evening,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,A,Night,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,A,Peak,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,P,Day,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,P,Evening,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,P,Night,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,P,Peak,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,S,Day,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,S,Evening,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,S,Night,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,S,Peak,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,W,Day,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,W,Evening,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,W,Night,1.000000,0.000000
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,W,Peak,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,A,Day,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,A,Evening,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,A,Night,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,A,Peak,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,P,Day,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,P,Evening,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,P,Night,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,P,Peak,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,S,Day,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,S,Evening,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,S,Night,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,S,Peak,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,W,Day,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,W,Evening,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,W,Night,1.000000,0.000000
REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,W,Peak,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,A,Day,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,A,Evening,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,A,Night,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,A,Peak,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,P,Day,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,P,Evening,1.000000,0.000000
REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,P,Night,1.000000,0.000000
