RegionName,Timeslice,RES.COOKING.OTHER,RES.COOKING.HOBS,RES.COOKING.OVENS,RES.CONSUMER-ELECTRONICS.TV,RES.FREEZERS,RES.COOLING,RES.COMPUTERS,RES.REFRIGERATORS,RES.LIGHTING,RES.OTHER,RES.WET.APPLIANCES,RES.SPACE-HEAT.EXISTING-AVERAGE,RES.SPACE-HEAT.NEW-AVERAGE,RES.HOT-WATER.EXISTING-AVERAGE,RES.HOT-WATER.NEW-AVERAGE
UK,1,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,1.8240948040202376,0.0,1.8543673200818738,4.173542831010362,20.530569089545,2.899170481451753,5.485252794697891,86.56345818391297,9.347366499352068,22.033516582226557,4.552732852158635
UK,2,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.521169944005782,0.0,1.011473083681025,1.1924408088601028,82.12227635818,1.1596681925807035,2.1941011178791525,28.78907022891042,3.1087250469300383,4.3547326658927386,0.8998079991630075
UK,3,0.293607400181975,0.40052873835081626,0.36047586451573377,1.621177713748125,0.9120474020101188,0.0,0.2697261556482739,2.086771415505181,20.530569089545,1.014709668508115,0.0,32.89058720190717,3.551618424277092,14.601078005416422,3.0169858390109385
UK,4,2.0552518012738252,2.803701168455713,2.5233310516101364,2.2696487992473746,0.3908774580043369,0.0,0.9103257753129226,0.8943306066450781,82.12227635818,0.8697511444355259,1.6455758384093635,48.09769325541115,5.193724650839952,10.608299896456703,2.1919676445614806
UK,5,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,1.8240948040202376,0.0,1.8543673200818738,4.173542831010362,20.530569089545,2.899170481451753,5.485252794697891,107.65638741864497,11.625040522991974,22.181281053969638,4.5832650716695795
UK,6,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.521169944005782,0.0,1.011473083681025,1.1924408088601028,82.12227635818,1.1596681925807035,2.1941011178791525,36.478436067877375,3.9390444698407476,4.441364232338223,0.9177084726130094
UK,7,0.293607400181975,0.40052873835081626,0.36047586451573377,1.621177713748125,0.9120474020101188,0.0,0.2697261556482739,2.086771415505181,20.530569089545,1.014709668508115,0.0,40.49250408835165,4.372494862510881,14.769291440203258,3.0517433788648463
UK,8,2.0552518012738252,2.803701168455713,2.5233310516101364,2.2696487992473746,0.3908774580043369,0.0,0.9103257753129226,0.8943306066450781,82.12227635818,0.8697511444355259,1.6455758384093635,60.13070089304004,6.4930827730565,10.608299896456703,2.1919676445614806
UK,9,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,2.188913764824285,0.0,1.483493856065504,5.008251397212434,16.424455271636,2.899170481451753,5.485252794697891,8.378770030917593,0.9047632330766698,19.294293340171848,3.9867337027737055
UK,10,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.6254039328069392,0.0,0.8091784669448201,1.4309289706321255,65.697821086544,1.1596681925807035,2.1941011178791525,2.0543795740444266,0.22183770392556657,3.554708558172988,0.7345009305368089
UK,11,0.293607400181975,0.40052873835081626,0.36047586451573377,1.621177713748125,1.0944568824121426,0.0,0.21578092451861813,2.504125698606217,16.424455271636,1.014709668508115,0.0,5.028906082499187,0.5430354705107724,13.065816192618078,2.6997583612405553
UK,12,2.0552518012738252,2.803701168455713,2.5233310516101364,2.2696487992473746,0.46905294960520333,0.0,0.728260620250338,1.0731967279740917,65.697821086544,0.8697511444355259,1.6455758384093635,2.759111669768871,0.2979366643968229,9.719250195735171,2.008265430501754
UK,13,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,1.45927584321619,0.0,2.2252407840982555,3.33883426480829,24.636682907454,2.899170481451753,5.485252794697891,199.5796016340498,21.55116860401544,22.181281053969638,4.5832650716695795
UK,14,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.4169359552046261,0.0,1.21376770041723,0.9539526470880837,98.546731629816,1.1596681925807035,2.1941011178791525,67.6788349382736,7.308151588319555,4.487410276065705,0.9272228565384124
UK,15,0.293607400181975,0.40052873835081626,0.36047586451573377,1.621177713748125,0.729637921608095,0.0,0.323671386777928,1.669417132404145,24.636682907454,1.014709668508115,0.0,57.803192618057004,6.241751861226267,14.842654952113707,3.066902305928439
UK,16,2.0552518012738252,2.803701168455713,2.5233310516101364,2.2696487992473746,0.3127019664034689,0.0,1.092390930375507,0.7154644853160612,98.546731629816,0.8697511444355259,1.6455758384093635,98.13563620536793,10.596962939139276,10.608299896456703,2.1919676445614806
