ProcessName,ELC,NGA,OIL,HCO,WOOD,SOLAR,HYDROGEN,BIOMASS,KEROSENE,PELLETS,Level,RegionName,Time
Unit,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,-,-,year
RHNABLCRO01 [RES.HEAT.NEW-AVERAGE: .01.KER.BOILER.CON.RADIATOR.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,fixed,UK,2010
RHNABLCRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.RADIATOR.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,fixed,UK,2010
RHNABLRRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.BOILER.CON.RADIATOR.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLRRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.RADIATOR.],0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.BOILER.CON.SOLAR-THERMAL.RADIATOR.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.BOILER.CON.SOLAR-THERMAL.RADIATOR.],0.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.BOILER.CON.SOLAR-THERMAL.RADIATOR.],0.0,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRO01 [RES.HEAT.NEW-AVERAGE: .01.KER.BOILER.CON.SOLAR-THERMAL.RADIATOR.],0.0,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.SOLAR-THERMAL.RADIATOR.],0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNABLSRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNACHBRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.MICRO-CHP-BOILER.STD.RADIATOR.],0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,fixed,UK,2010
RHNACHPRG01 [RES.HEAT.NEW-AVERAGE: .01.GAS.MICRO-CHP.STD.RADIATOR.],0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNACHPRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.MICRO-CHP.STD.RADIATOR.],0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,fixed,UK,2010
RHNACHPRW01 [RES.HEAT.NEW-AVERAGE: .01.PELH.MICRO-CHP.STD.RADIATOR.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,fixed,UK,2010
RHNAGHBRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHBUE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.UNDERFLOOR.],1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHHRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.HDG.BOILER.RADIATOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHHUE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.HDG.BOILER.UNDERFLOOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHPRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.RADIATOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHPUE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.UNDERFLOOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHSRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.RADIATOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAGHSUE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.UNDERFLOOR.],0.3061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNANSTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNARAD01 [RES.HEAT.NEW-AVERAGE: .01.HTP.RADIATOR.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAREFCG01 [RES.HEAT.NEW-AVERAGE: .01.HDG.MICRO-CHP.REFORMER.],0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,fixed,UK,2010
RHNASA01 [RES.HEAT.NEW-AVERAGE: .01.STANDALONE.DELIVERY.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNASHTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNASHTRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.HEATER.STANDALONE.],0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNASTGNT01 [RES.HEAT.NEW-AVERAGE: .01.ELC.NIGHT-STORAGE.HEAT-SUPPLY.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RHNAUND01 [RES.HEAT.NEW-AVERAGE: .01.HTP.UNDERFLOOR.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWEACSV01 [RES.WATER.EXISTING-AVERAGE: .01.CONSERVATION-MEASURES.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWEASA01 [RES.WATER.EXISTING-AVERAGE: .01.STANDALONE.DELIVERY.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWEAWHTRE01 [RES.WATER.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWEAWHTRG01 [RES.WATER.EXISTING-AVERAGE: .01.NGA.BOILER.STD.STANDALONE.],0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWNASA01 [RES.WATER.NEW-AVERAGE: .01.STANDALONE.DELIVERY.],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWNAWHTRE01 [RES.WATER.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
RWNAWHTRG01 [RES.WATER.NEW-AVERAGE: .01.NGA.BOILER.STD.STANDALONE.],0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed,UK,2010
