ProcessName,RegionName,Time,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Fuel,EndUse,B6,E13,G17,C9,H19,C8,D10,I22,I21,A2,J23,C7,F15,J24,B4,A3,D11,H20,E14,G18,A1,F16,B5,D12
Unit,-,year,MGBP2020/PJ_a,-,MGBP2020/PJ_a,-,MGBP2020/PJ,-,PJ,%,PJ,years,-,PJ,%,-,-,-,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new
RHEABLRRO00 [RES.HEAT.EXISTING-AVERAGE: .00.OIL.BOILER.STD.RADIATOR.],UK,2010,23.6904861111111,1,0.469444512257088,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.538417980555508,0.1,OIL,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.3219136981070318,0.0,0.2676886149146255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4103976869783427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEABLRRW00 [RES.HEAT.EXISTING-AVERAGE: .00.WOD.BOILER.STD.RADIATOR.],UK,2010,23.6904861111111,1,2.36904861111111,1,0,1,2.0,100,100000000.0,20.0,1.0,1,0.0752892938270835,0.1,WOOD,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEANSTRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.99592532122074,1,0.299592532122074,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.810297627311947,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEARAD00 [RES.HEAT.EXISTING-AVERAGE: .00.HTP.RADIATOR.],UK,2010,35.9435703435755,1,0.71887140687151,1,0,1,2.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEASA00 [RES.HEAT.EXISTING-AVERAGE: .00.STANDALONE.DELIVERY.],UK,2010,0.000281025993785082,1,0.0,1,0,1,2.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEASHTRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.],UK,2010,2.62143465606815,1,0.262143465606815,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.913593004537911,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEASHTRG00 [RES.HEAT.EXISTING-AVERAGE: .00.NGA.HEATER.STANDALONE.],UK,2010,6.10855195224853,1,0.610855195224853,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.728829693612716,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEASTGNT00 [RES.HEAT.EXISTING-AVERAGE .00.ELC.NIGHT-STORAGE.HEAT-SUPPLY.],UK,2010,0.001,1,0.001,1,0,1,2.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHNADUMMY00 [RES.HEAT.NEW-AVERAGE: .00.DUMMY-TECH.],UK,2010,32.9474556872679,1,0.658949113745357,1,0,1,2.0,100,2.0,1.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RWEASA00 [RES.WATER.EXISTING-AVERAGE: .00.STANDALONE.DELIVERY.],UK,2010,0.000593142810946307,1,0.0,1,0,1,2.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.HOT-WATER.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RWEASOLRS00 [RES.WATER.EXISTING-AVERAGE: .00.SOL.WATER-HEATER.STANDALONE.],UK,2010,6.10855195224853,1,21.4916800914079,1,0,1,2.0,100,100000000.0,20.0,1.0,1,1.0,0.1,SOLAR,RES.HOT-WATER.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWEAWHTRE00 [RES.WATER.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.],UK,2010,2.62143465606815,1,0.262143465606815,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.829474414370852,0.1,ELC,RES.HOT-WATER.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RWEAWHTRG00 [RES.WATER.EXISTING-AVERAGE: .00.NGA.BOILER.STD.STANDALONE.],UK,2010,6.10855195224853,1,0.610855195224853,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.728829693612716,0.1,NGA,RES.HOT-WATER.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RCHPEA-CCG01 [RES.CHP.EXISTING-AVERAGE: .01.COMBINED-CYCLE.NGA.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RCHPEA-CCH01 [RES.CHP.EXISTING-AVERAGE: .01.COMBINED-CYCLE.HYG.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RCHPEA-FCH01 [RES.CHP.EXISTING-AVERAGE: .01.FUEL-CELL.HYG.],UK,2010,6456.04931207143,1,531.651428571429,1,0,1,100000000.0,100,100000000.0,17.0,0.383762178584872,1,0.83,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RCHPEA-STW01 [RES.CHP.EXISTING-AVERAGE: .01.STEAM-TURBINE.BIOMASS.],UK,2010,534.534534534534,1,24.024024024024,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,BIOMASS,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RCHPNA-CCG01 [RES.CHP.NEW-AVERAGE: .01.COMBINED-CYCLE.NGA.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RCHPNA-CCH01 [RES.CHP.NEW-AVERAGE: .01.COMBINED-CYCLE.HYG.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RCHPNA-FCH01 [RES.CHP.NEW-AVERAGE: .01.FUEL-CELL.HYG.],UK,2010,6456.04931207143,1,531.651428571429,1,0,1,100000000.0,100,100000000.0,17.0,0.383762178584872,1,0.83,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RCHPNA-STW01 [RES.CHP.NEW-AVERAGE: .01.STEAM-TURBINE.BIOMASS.],UK,2010,534.534534534534,1,24.024024024024,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,BIOMASS,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEAAHBRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.RADIATOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHBUE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.UNDERFLOOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHHRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.HDG.BOILER.RADIATOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHHUE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.HDG.BOILER.UNDERFLOOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHPRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.RADIATOR.],UK,2010,30.9743189793675,1,1.54871594896837,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHPUE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.UNDERFLOOR.],UK,2010,30.9743189793675,1,1.54871594896837,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHSRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.SOLAR-THERMAL.RADIATOR.],UK,2010,42.8639848528759,1,2.1431992426438,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEAAHSUE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.SOLAR-THERMAL.UNDERFLOOR.],UK,2010,42.8639848528759,1,2.1431992426438,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEABLCRG01 [RES.HEAT.EXISTING-AVERAGE: .01.NGA.BOILER.CON.RADIATOR.],UK,2010,2.85090453604836,1,0.285090453604836,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEABLCRH01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.BOILER.CON.RADIATOR.],UK,2010,2.95143025037617,1,0.295143025037617,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLCRO01 [RES.HEAT.EXISTING-AVERAGE: .01.KER.BOILER.CON.RADIATOR.],UK,2010,4.69444512257088,1,0.469444512257088,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,KEROSENE,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEABLCRP01 [RES.HEAT.EXISTING-AVERAGE: .01.PEL.BOILER.CON.RADIATOR.],UK,2010,23.6904861111111,1,2.36904861111111,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,PELLETS,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEABLRRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.BOILER.CON.RADIATOR.],UK,2010,2.19012447748871,1,0.219012447748871,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEABLRRW01 [RES.HEAT.EXISTING-AVERAGE: .01.WOD.BOILER.CON.RADIATOR.],UK,2010,23.6904861111111,1,2.36904861111111,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,WOOD,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEABLSRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,7.46809840342137,1,0.746809840342137,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEABLSRG01 [RES.HEAT.EXISTING-AVERAGE: .01.NGA.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,8.11392868690048,1,0.811392868690048,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEABLSRH01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,8.11392868690048,1,0.811392868690048,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,0.84,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLSRO01 [RES.HEAT.EXISTING-AVERAGE: .01.KER.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,9.91576021037951,1,0.991576021037951,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.84,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLSRP01 [RES.HEAT.EXISTING-AVERAGE: .01.PEL.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,28.4820265159211,1,2.84820265159211,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.74,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLSRW01 [RES.HEAT.EXISTING-AVERAGE: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,28.4820265159211,1,2.84820265159211,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,1.0,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACHBRH01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.MICRO-CHP-BOILER.STD.RADIATOR.],UK,2010,1.52713798806213,1,0.0763568994031067,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.88,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACHPRG01 [RES.HEAT.EXISTING-AVERAGE: .01.GAS.MICRO-CHP.STD.RADIATOR.],UK,2010,373.088133385614,1,18.6544066692807,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.8,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEACHPRH01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.MICRO-CHP.STD.RADIATOR.],UK,2010,7697.41616835455,1,300.0321672,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.88,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACHPRW01 [RES.HEAT.EXISTING-AVERAGE: .01.PELH.MICRO-CHP.STD.RADIATOR.],UK,2010,855.689698959045,1,42.7844849479523,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.8,0.1,PELLETS,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.33166591726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975494604316547,0.0,0.0,0.37078462230215825,0.0
RHEACSV01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION-MEASURES.],UK,2010,0.000281025993785082,1,0.000281025993785082,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEACSVCAV01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.CAVITY-WALL.EASY.],UK,2010,22.2701747961182,1,0.000281025993785082,1,0,1,100000000.0,100,48.3656857518234,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEACSVCAV02 [RES.HEAT.EXISTING-AVERAGE: .02.CONSERVATION.CAVITY-WALL.HARD.],UK,2010,52.0186802435903,1,0.000281025993785082,1,0,1,100000000.0,100,73.6483991631816,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEACSVCON01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.HEATING-CONTROLS.],UK,2010,0.001,1,0.000281025993785082,1,0,1,100000000.0,100,0.0,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEACSVCYL01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.HOT-WATER-CYLINDER-INSULATION],UK,2010,0.001,1,0.000281025993785082,1,0,1,100000000.0,100,0.0,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEACSVDFT01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.DRAFT-PROOFING.],UK,2010,0.001,1,0.000281025993785082,1,0,1,100000000.0,100,0.0,200.0,1.0,1,1.0,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
