RegionName,Timeslice,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,17.40224235991461,7.91252145105882,2.680945171156152,21.279198355958815,10.73589756380492,28.656315780945413,12.937173483943914,2.482500692118081,6.402020281094709,5.152760031640891,2.1924908875332183
UK,2,1.3216892931580717,1.31875357517647,0.41245310325479256,5.364282592855093,3.8382227784182468,9.552105260315138,4.312391161314637,0.9930002768472299,2.560808112437877,0.953493524448757,0.4385596515185963
UK,3,1.3216892931580717,0.0,0.6186796548821888,5.996970553274694,4.037278777068254,12.73614034708685,5.74985488175285,1.737750484482652,4.481414196766283,3.345021377653141,1.4526539164038772
UK,4,1.9825339397371073,3.95626072552941,0.41245310325479256,11.199186812313913,5.7101609907669975,12.73614034708685,5.74985488175285,0.7447502076354219,1.9206060843284063,2.4893602130163015,1.0500961786073244
UK,5,17.40224235991461,7.91252145105882,2.680945171156152,25.821271332987543,13.34592432798755,28.656315780945413,12.937173483943914,2.482500692118081,6.402020281094709,5.39717742643332,2.195684388520012
UK,6,1.3216892931580717,1.31875357517647,0.41245310325479256,6.830013385633627,4.682816309767564,9.552105260315138,4.312391161314637,0.9930002768472299,2.560808112437877,1.028154934778256,0.44420052494120765
UK,7,1.3216892931580717,0.0,0.6186796548821888,7.789617382185911,4.896790661560086,12.73614034708685,5.74985488175285,1.737750484482652,4.481414196766283,3.5096596832356486,1.4648028473341461
UK,8,1.9825339397371073,3.95626072552941,0.41245310325479256,14.186417169669745,7.043743213632626,12.73614034708685,5.74985488175285,0.7447502076354219,1.9206060843284063,2.6952370519861217,1.0500961786073244
UK,9,58.00747453304869,7.91252145105882,2.680945171156152,4.194228686466714,1.0913160985595745,22.92505262475633,10.34973878715513,2.482500692118081,7.682424337313625,3.8315672103499328,2.0474609288957035
UK,10,4.405630977193572,1.31875357517647,0.41245310325479256,0.12607596796220358,0.42185118216800965,7.6416842082521095,3.44991292905171,0.9930002768472299,3.0729697349254503,0.6569785557994018,0.40350196004250755
UK,11,4.405630977193572,0.0,0.6186796548821888,0.20662664048522228,0.7078871359667777,10.18891227766948,4.59988390540228,1.737750484482652,5.377697036119537,2.5982530953704646,1.3850930795583138
UK,12,6.608446465790358,3.95626072552941,0.41245310325479256,0.0,0.49411839067596086,10.18891227766948,4.59988390540228,0.7447502076354219,2.3047273011940876,1.6471671234475962,1.0318007362795778
UK,13,3.8671649688699135,7.91252145105882,2.680945171156152,56.597336312236585,24.194441919088423,34.3875789371345,15.524608180732697,2.482500692118081,5.121616224875748,5.81821454159787,2.195684388520012
UK,14,0.29370873181290474,1.31875357517647,0.41245310325479256,16.234673948397194,8.185402561089461,11.462526312378165,5.174869393577565,0.9930002768472299,2.048646489950298,1.1608753947479267,0.44420052494120765
UK,15,0.29370873181290474,0.0,0.6186796548821888,16.510554106554803,6.645462812707554,15.283368416504219,6.89982585810342,1.737750484482652,3.585131357413023,3.730043952057873,1.46924723072805
UK,16,0.4405630977193572,3.95626072552941,0.41245310325479256,32.84241872505766,10.922223482583986,15.283368416504219,6.89982585810342,0.7447502076354219,1.5364848674627252,2.7825879203739707,1.0500961786073244
