RegionName,Timeslice,RES.COOKING.OTHER,RES.COOKING.HOBS,RES.COOKING.OVENS,RES.CONSUMER-ELECTRONICS.TV,RES.FREEZERS,RES.COOLING,RES.COMPUTERS,RES.REFRIGERATORS,RES.LIGHTING,RES.OTHER,RES.WET.APPLIANCES,RES.SPACE-HEAT.EXISTING-AVERAGE,RES.SPACE-HEAT.NEW-AVERAGE,RES.HOT-WATER.EXISTING-AVERAGE,RES.HOT-WATER.NEW-AVERAGE,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,1.8240948040202376,0.0,1.8543673200818735,4.173542831010362,20.530569089545,2.899170481451753,5.485252794697891,86.56345818391297,9.347366499352068,22.03351658222656,4.552732852158635,17.40224235991461,7.91252145105882,2.680945171156152,21.279198355958812,10.73589756380492,28.656315780945413,12.937173483943914,2.482500692118081,6.402020281094709,5.152760031640891,2.1924908875332183
UK,2,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.521169944005782,0.0,1.011473083681025,1.1924408088601028,82.12227635818,1.1596681925807035,2.1941011178791525,28.78907022891042,3.1087250469300383,4.3547326658927386,0.8998079991630075,1.3216892931580717,1.31875357517647,0.4124531032547925,5.364282592855093,3.838222778418247,9.552105260315138,4.312391161314637,0.99300027684723,2.560808112437877,0.953493524448757,0.4385596515185963
UK,3,0.293607400181975,0.4005287383508162,0.3604758645157337,1.621177713748125,0.9120474020101188,0.0,0.2697261556482739,2.086771415505181,20.530569089545,1.014709668508115,0.0,32.89058720190717,3.551618424277092,14.601078005416422,3.0169858390109385,1.3216892931580717,0.0,0.6186796548821888,5.996970553274694,4.037278777068254,12.73614034708685,5.74985488175285,1.737750484482652,4.481414196766283,3.345021377653141,1.4526539164038772
UK,4,2.055251801273825,2.803701168455713,2.5233310516101364,2.2696487992473746,0.3908774580043369,0.0,0.9103257753129226,0.8943306066450781,82.12227635818,0.8697511444355259,1.6455758384093635,48.09769325541115,5.193724650839952,10.608299896456703,2.1919676445614806,1.9825339397371076,3.95626072552941,0.4124531032547925,11.199186812313911,5.7101609907669975,12.73614034708685,5.74985488175285,0.7447502076354219,1.9206060843284063,2.489360213016301,1.0500961786073244
UK,5,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,1.8240948040202376,0.0,1.8543673200818735,4.173542831010362,20.530569089545,2.899170481451753,5.485252794697891,107.65638741864495,11.625040522991974,22.18128105396964,4.58326507166958,17.40224235991461,7.91252145105882,2.680945171156152,25.821271332987543,13.34592432798755,28.656315780945413,12.937173483943914,2.482500692118081,6.402020281094709,5.39717742643332,2.195684388520012
UK,6,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.521169944005782,0.0,1.011473083681025,1.1924408088601028,82.12227635818,1.1596681925807035,2.1941011178791525,36.478436067877375,3.939044469840748,4.441364232338223,0.9177084726130094,1.3216892931580717,1.31875357517647,0.4124531032547925,6.830013385633627,4.682816309767564,9.552105260315138,4.312391161314637,0.99300027684723,2.560808112437877,1.028154934778256,0.4442005249412076
UK,7,0.293607400181975,0.4005287383508162,0.3604758645157337,1.621177713748125,0.9120474020101188,0.0,0.2697261556482739,2.086771415505181,20.530569089545,1.014709668508115,0.0,40.49250408835165,4.372494862510881,14.769291440203258,3.0517433788648463,1.3216892931580717,0.0,0.6186796548821888,7.789617382185911,4.896790661560086,12.73614034708685,5.74985488175285,1.737750484482652,4.481414196766283,3.5096596832356486,1.464802847334146
UK,8,2.055251801273825,2.803701168455713,2.5233310516101364,2.2696487992473746,0.3908774580043369,0.0,0.9103257753129226,0.8943306066450781,82.12227635818,0.8697511444355259,1.6455758384093635,60.13070089304004,6.4930827730565,10.608299896456703,2.1919676445614806,1.9825339397371076,3.95626072552941,0.4124531032547925,14.186417169669744,7.043743213632626,12.73614034708685,5.74985488175285,0.7447502076354219,1.9206060843284063,2.6952370519861217,1.0500961786073244
UK,9,2.93607400181975,4.005287383508162,3.6047586451573377,6.4847108549925,2.188913764824285,0.0,1.483493856065504,5.008251397212434,16.424455271636,2.899170481451753,5.485252794697891,8.378770030917593,0.9047632330766698,19.294293340171848,3.9867337027737055,58.00747453304869,7.91252145105882,2.680945171156152,4.194228686466714,1.0913160985595745,22.92505262475633,10.34973878715513,2.482500692118081,7.682424337313625,3.8315672103499328,2.0474609288957035
UK,10,0.58721480036395,0.8010574767016325,0.7209517290314675,2.593884341997,0.6254039328069392,0.0,0.8091784669448201,1.4309289706321255,65.697821086544,1.1596681925807035,2.1941011178791525,2.0543795740444266,0.2218377039255665,3.554708558172988,0.7345009305368089,4.405630977193572,1.31875357517647,0.4124531032547925,0.1260759679622035,0.4218511821680096,7.641684208252109,3.44991292905171,0.99300027684723,3.0729697349254503,0.6569785557994018,0.4035019600425075
