RegionName,Timeslice,RES.COOKING.OTHER,RES.COOKING.HOBS,RES.COOKING.OVENS,RES.CONSUMER-ELECTRONICS.TV,RES.FREEZERS,RES.COOLING,RES.COMPUTERS,RES.REFRIGERATORS,RES.LIGHTING,RES.OTHER,RES.WET.APPLIANCES,RES.SPACE-HEAT.EXISTING-AVERAGE,RES.SPACE-HEAT.NEW-AVERAGE,RES.HOT-WATER.EXISTING-AVERAGE,RES.HOT-WATER.NEW-AVERAGE
UK,1,2.7063232465655873,3.691869601531075,3.3226826413779627,6.127632509707312,1.6813575437812,0.0,1.752257229283304,3.8469588903753875,18.924031328168077,2.672307463928607,5.056026224944978,88.67830197481393,4.778620028184317,22.571820466027525,2.327476984218603
UK,2,0.5412646493131175,0.738373920306215,0.6645365282755926,2.451053003882925,0.4803878696517712,0.0,0.9557766705181687,1.0991311115358244,75.69612531267231,1.068922985571445,2.022410489977988,29.49241997598346,1.5892621491205938,4.4611237405183815,0.46000555628356443
UK,3,0.27063232465655873,0.3691869601531075,0.3322682641377963,1.531908127426828,0.8406787718906,0.0,0.2548737788048455,1.9234794451876938,18.924031328168077,0.9353076123750137,0.0,33.69414167607403,1.8156809124682736,14.957798956820824,1.5423626489926843
UK,4,1.894426272595911,2.584308721071752,2.3258778489645735,2.1446713783975593,0.3602909022388288,0.0,0.8601990034663519,0.8243483336518692,75.69612531267231,0.8016922391785821,1.51680786748349,49.27277463584483,2.6551688798228636,10.867472734958316,1.1205916113548726
UK,5,2.7063232465655873,3.691869601531075,3.3226826413779627,6.127632509707312,1.6813575437812,0.0,1.752257229283304,3.8469588903753875,18.924031328168077,2.672307463928607,5.056026224944978,110.2865554740781,5.943026998617675,22.723194991968274,2.343085859260577
UK,6,0.5412646493131175,0.738373920306215,0.6645365282755926,2.451053003882925,0.4803878696517712,0.0,0.9557766705181687,1.0991311115358244,75.69612531267231,1.068922985571445,2.022410489977988,37.369645772739474,2.013743314418498,4.549871814717104,0.46915674993239487
UK,7,0.27063232465655873,0.3691869601531075,0.3322682641377963,1.531908127426828,0.8406787718906,0.0,0.2548737788048455,1.9234794451876938,18.924031328168077,0.9353076123750137,0.0,41.481782042882315,2.2353345752063825,15.130122037242996,1.560131619117886
UK,8,1.894426272595911,2.584308721071752,2.3258778489645735,2.1446713783975593,0.3602909022388288,0.0,0.8601990034663519,0.8243483336518692,75.69612531267231,0.8016922391785821,1.51680786748349,61.599762343380775,3.319434985900801,10.867472734958316,1.1205916113548726
UK,9,2.7063232465655873,3.691869601531075,3.3226826413779627,6.127632509707312,2.01762905253744,0.0,1.401805783426648,4.6163506684504645,15.13922506253446,2.672307463928607,5.056026224944978,8.583472917644064,0.46253880241506135,19.76567488298865,2.03812330675516
UK,10,0.5412646493131175,0.738373920306215,0.6645365282755926,2.451053003882925,0.5764654435821263,0.0,0.764621336414535,1.3189573338429914,60.55690025013784,1.068922985571445,2.022410489977988,2.104570404880816,0.11340927897270493,3.6415541334357493,0.3754962274803826
UK,11,0.27063232465655873,0.3691869601531075,0.3322682641377963,1.531908127426828,1.00881452626872,0.0,0.20389902304387547,2.3081753342252322,15.13922506253446,0.9353076123750137,0.0,5.151767980888246,0.27761403980224225,13.385028950838858,1.3801876044099106
UK,12,1.894426272595911,2.584308721071752,2.3258778489645735,2.1446713783975593,0.4323490826865937,0.0,0.6881592027730814,0.9892180003822412,60.55690025013784,0.8016922391785821,1.51680786748349,2.8265199076747067,0.15231307253393517,9.95670253832754,1.0266781995518304
UK,13,2.7063232465655873,3.691869601531075,3.3226826413779627,6.127632509707312,1.34508603502496,0.0,2.1027086751399713,3.07756711230031,22.70883759380169,2.672307463928607,5.056026224944978,204.45555841952742,11.01752519590024,22.723194991968274,2.343085859260577
UK,14,0.5412646493131175,0.738373920306215,0.6645365282755926,2.451053003882925,0.3843102957214175,0.0,1.1469320046218023,0.8793048892286608,90.83535037520676,1.068922985571445,2.022410489977988,69.33230589296356,3.736119638763667,4.5970428156923155,0.4740207536691604
UK,15,0.27063232465655873,0.3691869601531075,0.3322682641377963,1.531908127426828,0.67254301751248,0.0,0.305848534565814,1.538783556150155,22.70883759380169,0.9353076123750137,0.0,59.21539039258247,3.1909480019939402,15.205277903235613,1.567881262022857
UK,16,1.894426272595911,2.584308721071752,2.3258778489645735,2.1446713783975593,0.2882327217910625,0.0,1.0322388041596222,0.6594786669214941,90.83535037520676,0.8016922391785821,1.51680786748349,100.53320147423803,5.417446651140514,10.867472734958316,1.1205916113548726
