commodity,period,prices,region,season,timeslice,units_prices,year
hco,Night,17.90350000000,UK,S,8,19.7944343,2015
lfo,Night,17.90350000000,UK,S,8,19.7944343,2015
wood,Night,11.84850000000,UK,S,8,10.019,2015
hydrogen,Night,105.01680000000,UK,S,8,105.016835,2015
pellets,Night,17.93240000000,UK,S,8,20.58703511,2015
ser.cooking,Night,1.44540000000,UK,S,8,0,2015
ser.computing,Night,21.36260000000,UK,S,8,0,2015
ser.space-heat.high-consumption,Night,28.91620000000,UK,S,8,0,2015
ser.space-heat.low-consumption,Night,2.24480000000,UK,S,8,0,2015
ser.lighting.office,Night,0.03960000000,UK,S,8,0,2015
ser.lighting.other,Night,0.02510000000,UK,S,8,0,2015
ser.other,Night,0.18360000000,UK,S,8,0,2015
ser.refrigeration,Night,4.02070000000,UK,S,8,0,2015
ser.hot-water.high-consumption,Night,0.42020000000,UK,S,8,0,2015
ser.hot-water.low-consumption,Night,0.51410000000,UK,S,8,0,2015
nga,Day,12.47950000000,UK,S,9,12.552,2015
biomass,Day,11.84850000000,UK,S,9,10.019,2015
elc,Day,45.82250000000,UK,S,9,43.34267522,2015
oil,Day,19.79440000000,UK,S,9,19.7944343,2015
hco,Day,17.90350000000,UK,S,9,19.7944343,2015
lfo,Day,17.90350000000,UK,S,9,19.7944343,2015
wood,Day,11.84850000000,UK,S,9,10.019,2015
hydrogen,Day,105.01680000000,UK,S,9,105.016835,2015
pellets,Day,17.93240000000,UK,S,9,20.58703511,2015
ser.cooking,Day,2.06490000000,UK,S,9,0,2015
ser.computing,Day,30.51800000000,UK,S,9,0,2015
ser.space-heat.high-consumption,Day,10.64920000000,UK,S,9,0,2015
ser.space-heat.low-consumption,Day,4.92440000000,UK,S,9,0,2015
ser.lighting.office,Day,0.05650000000,UK,S,9,0,2015
ser.lighting.other,Day,0.03590000000,UK,S,9,0,2015
ser.other,Day,0.26220000000,UK,S,9,0,2015
ser.refrigeration,Day,5.74380000000,UK,S,9,0,2015
ser.hot-water.high-consumption,Day,0.75380000000,UK,S,9,0,2015
ser.hot-water.low-consumption,Day,2.45800000000,UK,S,9,0,2015
nga,Peak,12.47950000000,UK,S,10,12.552,2015
biomass,Peak,11.84850000000,UK,S,10,10.019,2015
elc,Peak,45.82250000000,UK,S,10,43.34267522,2015
oil,Peak,19.79440000000,UK,S,10,19.7944343,2015
hco,Peak,17.90350000000,UK,S,10,19.7944343,2015
lfo,Peak,17.90350000000,UK,S,10,19.7944343,2015
wood,Peak,11.84850000000,UK,S,10,10.019,2015
hydrogen,Peak,105.01680000000,UK,S,10,105.016835,2015
pellets,Peak,17.93240000000,UK,S,10,20.58703511,2015
ser.computing,Peak,9.15540000000,UK,S,10,0,2015
ser.space-heat.high-consumption,Peak,8.52470000000,UK,S,10,0,2015
ser.space-heat.low-consumption,Peak,0.61510000000,UK,S,10,0,2015
ser.lighting.office,Peak,0.01700000000,UK,S,10,0,2015
ser.lighting.other,Peak,0.01080000000,UK,S,10,0,2015
ser.other,Peak,0.07870000000,UK,S,10,0,2015
ser.refrigeration,Peak,1.72310000000,UK,S,10,0,2015
ser.hot-water.high-consumption,Peak,0.15370000000,UK,S,10,0,2015
ser.hot-water.low-consumption,Peak,0.15210000000,UK,S,10,0,2015
nga,Evening,12.47950000000,UK,S,11,12.552,2015
biomass,Evening,11.84850000000,UK,S,11,10.019,2015
elc,Evening,45.82250000000,UK,S,11,43.34267522,2015
oil,Evening,19.79440000000,UK,S,11,19.7944343,2015
hco,Evening,17.90350000000,UK,S,11,19.7944343,2015
lfo,Evening,17.90350000000,UK,S,11,19.7944343,2015
wood,Evening,11.84850000000,UK,S,11,10.019,2015
hydrogen,Evening,105.01680000000,UK,S,11,105.016835,2015
pellets,Evening,17.93240000000,UK,S,11,20.58703511,2015
ser.cooking,Evening,0.82600000000,UK,S,11,0,2015
ser.computing,Evening,12.20720000000,UK,S,11,0,2015
ser.space-heat.low-consumption,Evening,1.66200000000,UK,S,11,0,2015
ser.lighting.office,Evening,0.02260000000,UK,S,11,0,2015
ser.lighting.other,Evening,0.01440000000,UK,S,11,0,2015
ser.other,Evening,0.10490000000,UK,S,11,0,2015
ser.refrigeration,Evening,2.29750000000,UK,S,11,0,2015
ser.hot-water.high-consumption,Evening,0.30570000000,UK,S,11,0,2015
ser.hot-water.low-consumption,Evening,0.33880000000,UK,S,11,0,2015
nga,Night,12.47950000000,UK,A,12,12.552,2015
biomass,Night,11.84850000000,UK,A,12,10.019,2015
elc,Night,45.82250000000,UK,A,12,43.34267522,2015
oil,Night,19.79440000000,UK,A,12,19.7944343,2015
hco,Night,17.90350000000,UK,A,12,19.7944343,2015
lfo,Night,17.90350000000,UK,A,12,19.7944343,2015
wood,Night,11.84850000000,UK,A,12,10.019,2015
hydrogen,Night,105.01680000000,UK,A,12,105.016835,2015
pellets,Night,17.93240000000,UK,A,12,20.58703511,2015
ser.cooking,Night,1.44540000000,UK,A,12,0,2015
ser.computing,Night,21.36260000000,UK,A,12,0,2015
ser.space-heat.high-consumption,Night,3.59190000000,UK,A,12,0,2015
ser.space-heat.low-consumption,Night,0.25380000000,UK,A,12,0,2015
ser.lighting.office,Night,0.03960000000,UK,A,12,0,2015
ser.lighting.other,Night,0.02510000000,UK,A,12,0,2015
ser.other,Night,0.18360000000,UK,A,12,0,2015
ser.refrigeration,Night,4.02070000000,UK,A,12,0,2015
ser.hot-water.high-consumption,Night,0.37480000000,UK,A,12,0,2015
ser.hot-water.low-consumption,Night,0.48390000000,UK,A,12,0,2015
nga,Day,12.47950000000,UK,A,13,12.552,2015
biomass,Day,11.84850000000,UK,A,13,10.019,2015
elc,Day,45.82250000000,UK,A,13,43.34267522,2015
oil,Day,19.79440000000,UK,A,13,19.7944343,2015
hco,Day,17.90350000000,UK,A,13,19.7944343,2015
lfo,Day,17.90350000000,UK,A,13,19.7944343,2015
wood,Day,11.84850000000,UK,A,13,10.019,2015
hydrogen,Day,105.01680000000,UK,A,13,105.016835,2015
pellets,Day,17.93240000000,UK,A,13,20.58703511,2015
ser.cooking,Day,2.06490000000,UK,A,13,0,2015
ser.computing,Day,30.51800000000,UK,A,13,0,2015
ser.space-heat.high-consumption,Day,11.51420000000,UK,A,13,0,2015
ser.space-heat.low-consumption,Day,0.71150000000,UK,A,13,0,2015
ser.lighting.office,Day,0.05650000000,UK,A,13,0,2015
ser.lighting.other,Day,0.03590000000,UK,A,13,0,2015
ser.other,Day,0.26220000000,UK,A,13,0,2015
ser.refrigeration,Day,5.74380000000,UK,A,13,0,2015
ser.hot-water.high-consumption,Day,0.58040000000,UK,A,13,0,2015
ser.hot-water.low-consumption,Day,2.28010000000,UK,A,13,0,2015
nga,Peak,12.47950000000,UK,A,14,12.552,2015
biomass,Peak,11.84850000000,UK,A,14,10.019,2015
elc,Peak,45.82250000000,UK,A,14,43.34267522,2015
oil,Peak,19.79440000000,UK,A,14,19.7944343,2015
hco,Peak,17.90350000000,UK,A,14,19.7944343,2015
lfo,Peak,17.90350000000,UK,A,14,19.7944343,2015
wood,Peak,11.84850000000,UK,A,14,10.019,2015
hydrogen,Peak,105.01680000000,UK,A,14,105.016835,2015
pellets,Peak,17.93240000000,UK,A,14,20.58703511,2015
ser.computing,Peak,9.15540000000,UK,A,14,0,2015
ser.space-heat.high-consumption,Peak,1.83620000000,UK,A,14,0,2015
ser.space-heat.low-consumption,Peak,0.11480000000,UK,A,14,0,2015
ser.lighting.office,Peak,0.01700000000,UK,A,14,0,2015
ser.lighting.other,Peak,0.01080000000,UK,A,14,0,2015
ser.other,Peak,0.07870000000,UK,A,14,0,2015
ser.refrigeration,Peak,1.72310000000,UK,A,14,0,2015
ser.hot-water.high-consumption,Peak,0.13220000000,UK,A,14,0,2015
ser.hot-water.low-consumption,Peak,0.15150000000,UK,A,14,0,2015
nga,Evening,12.47950000000,UK,A,15,12.552,2015
biomass,Evening,11.84850000000,UK,A,15,10.019,2015
elc,Evening,45.82250000000,UK,A,15,43.34267522,2015
oil,Evening,19.79440000000,UK,A,15,19.7944343,2015
hco,Evening,17.90350000000,UK,A,15,19.7944343,2015
lfo,Evening,17.90350000000,UK,A,15,19.7944343,2015
wood,Evening,11.84850000000,UK,A,15,10.019,2015
hydrogen,Evening,105.01680000000,UK,A,15,105.016835,2015
pellets,Evening,17.93240000000,UK,A,15,20.58703511,2015
ser.cooking,Evening,0.82600000000,UK,A,15,0,2015
ser.computing,Evening,12.20720000000,UK,A,15,0,2015
ser.space-heat.high-consumption,Evening,2.00660000000,UK,A,15,0,2015
ser.space-heat.low-consumption,Evening,0.16120000000,UK,A,15,0,2015
ser.lighting.office,Evening,0.02260000000,UK,A,15,0,2015
ser.lighting.other,Evening,0.01440000000,UK,A,15,0,2015
ser.other,Evening,0.10490000000,UK,A,15,0,2015
ser.refrigeration,Evening,2.29750000000,UK,A,15,0,2015
ser.hot-water.high-consumption,Evening,0.25370000000,UK,A,15,0,2015
ser.hot-water.low-consumption,Evening,0.33250000000,UK,A,15,0,2015
nga,Night,11.08330000000,UK,W,0,12.552,2020
biomass,Night,12.69270000000,UK,W,0,10.019,2020
elc,Night,57.16670000000,UK,W,0,43.34267522,2020
oil,Night,19.79440000000,UK,W,0,19.7944343,2020
hco,Night,16.74800000000,UK,W,0,19.7944343,2020
lfo,Night,16.74800000000,UK,W,0,19.7944343,2020
wood,Night,12.69270000000,UK,W,0,10.019,2020
hydrogen,Night,105.01680000000,UK,W,0,105.016835,2020
pellets,Night,15.27780000000,UK,W,0,20.58703511,2020
ser.cooling.high-consumption,Night,1.47480000000,UK,W,0,0,2020
ser.cooking,Night,3.51430000000,UK,W,0,0,2020
ser.computing,Night,28.31000000000,UK,W,0,0,2020
ser.space-heat.high-consumption,Night,6.14110000000,UK,W,0,0,2020
ser.space-heat.low-consumption,Night,1.94220000000,UK,W,0,0,2020
ser.lighting.office,Night,2.26830000000,UK,W,0,0,2020
ser.lighting.other,Night,3.10350000000,UK,W,0,0,2020
ser.other,Night,2.94750000000,UK,W,0,0,2020
ser.refrigeration,Night,8.66380000000,UK,W,0,0,2020
ser.hot-water.high-consumption,Night,2.67630000000,UK,W,0,0,2020
ser.hot-water.low-consumption,Night,1.58640000000,UK,W,0,0,2020
nga,Day,11.08330000000,UK,W,1,12.552,2020
biomass,Day,12.69270000000,UK,W,1,10.019,2020
elc,Day,57.16670000000,UK,W,1,43.34267522,2020
oil,Day,19.79440000000,UK,W,1,19.7944343,2020
hco,Day,16.74800000000,UK,W,1,19.7944343,2020
lfo,Day,16.74800000000,UK,W,1,19.7944343,2020
wood,Day,12.69270000000,UK,W,1,10.019,2020
hydrogen,Day,105.01680000000,UK,W,1,105.016835,2020
pellets,Day,15.27780000000,UK,W,1,20.58703511,2020
ser.cooling.high-consumption,Day,2.10690000000,UK,W,1,0,2020
ser.cooking,Day,5.02040000000,UK,W,1,0,2020
ser.computing,Day,40.44280000000,UK,W,1,0,2020
ser.space-heat.high-consumption,Day,11.67090000000,UK,W,1,0,2020
ser.space-heat.low-consumption,Day,3.47670000000,UK,W,1,0,2020
ser.lighting.office,Day,3.24040000000,UK,W,1,0,2020
ser.lighting.other,Day,4.43360000000,UK,W,1,0,2020
ser.other,Day,4.21070000000,UK,W,1,0,2020
ser.refrigeration,Day,12.37690000000,UK,W,1,0,2020
ser.hot-water.high-consumption,Day,3.32510000000,UK,W,1,0,2020
ser.hot-water.low-consumption,Day,5.75550000000,UK,W,1,0,2020
nga,Peak,11.08330000000,UK,W,2,12.552,2020
biomass,Peak,12.69270000000,UK,W,2,10.019,2020
elc,Peak,57.16670000000,UK,W,2,43.34267522,2020
oil,Peak,19.79440000000,UK,W,2,19.7944343,2020
hco,Peak,16.74800000000,UK,W,2,19.7944343,2020
lfo,Peak,16.74800000000,UK,W,2,19.7944343,2020
wood,Peak,12.69270000000,UK,W,2,10.019,2020
hydrogen,Peak,105.01680000000,UK,W,2,105.016835,2020
pellets,Peak,15.27780000000,UK,W,2,20.58703511,2020
ser.cooling.high-consumption,Peak,0.63210000000,UK,W,2,0,2020
ser.computing,Peak,12.13280000000,UK,W,2,0,2020
ser.space-heat.high-consumption,Peak,1.99190000000,UK,W,2,0,2020
ser.space-heat.low-consumption,Peak,0.92470000000,UK,W,2,0,2020
ser.lighting.office,Peak,0.97210000000,UK,W,2,0,2020
ser.lighting.other,Peak,1.33010000000,UK,W,2,0,2020
ser.other,Peak,1.26320000000,UK,W,2,0,2020
ser.refrigeration,Peak,3.71310000000,UK,W,2,0,2020
ser.hot-water.high-consumption,Peak,1.11510000000,UK,W,2,0,2020
ser.hot-water.low-consumption,Peak,0.69400000000,UK,W,2,0,2020
nga,Evening,11.08330000000,UK,W,3,12.552,2020
biomass,Evening,12.69270000000,UK,W,3,10.019,2020
elc,Evening,57.16670000000,UK,W,3,43.34267522,2020
oil,Evening,19.79440000000,UK,W,3,19.7944343,2020
hco,Evening,16.74800000000,UK,W,3,19.7944343,2020
lfo,Evening,16.74800000000,UK,W,3,19.7944343,2020
wood,Evening,12.69270000000,UK,W,3,10.019,2020
hydrogen,Evening,105.01680000000,UK,W,3,105.016835,2020
pellets,Evening,15.27780000000,UK,W,3,20.58703511,2020
ser.cooling.high-consumption,Evening,0.84270000000,UK,W,3,0,2020
ser.cooking,Evening,2.00820000000,UK,W,3,0,2020
ser.computing,Evening,16.17710000000,UK,W,3,0,2020
ser.space-heat.high-consumption,Evening,3.35680000000,UK,W,3,0,2020
ser.space-heat.low-consumption,Evening,1.17750000000,UK,W,3,0,2020
ser.lighting.office,Evening,1.29620000000,UK,W,3,0,2020
ser.lighting.other,Evening,1.77340000000,UK,W,3,0,2020
ser.other,Evening,1.68430000000,UK,W,3,0,2020
ser.refrigeration,Evening,4.95080000000,UK,W,3,0,2020
ser.hot-water.high-consumption,Evening,1.58410000000,UK,W,3,0,2020
ser.hot-water.low-consumption,Evening,0.83530000000,UK,W,3,0,2020
nga,Night,11.08330000000,UK,P,4,12.552,2020
biomass,Night,12.69270000000,UK,P,4,10.019,2020
elc,Night,57.16670000000,UK,P,4,43.34267522,2020
oil,Night,19.79440000000,UK,P,4,19.7944343,2020
hco,Night,16.74800000000,UK,P,4,19.7944343,2020
lfo,Night,16.74800000000,UK,P,4,19.7944343,2020
wood,Night,12.69270000000,UK,P,4,10.019,2020
hydrogen,Night,105.01680000000,UK,P,4,105.016835,2020
pellets,Night,15.27780000000,UK,P,4,20.58703511,2020
ser.cooling.high-consumption,Night,1.47480000000,UK,P,4,0,2020
ser.cooking,Night,3.51430000000,UK,P,4,0,2020
ser.computing,Night,28.31000000000,UK,P,4,0,2020
ser.space-heat.high-consumption,Night,5.73370000000,UK,P,4,0,2020
ser.space-heat.low-consumption,Night,1.87350000000,UK,P,4,0,2020
ser.lighting.office,Night,2.26830000000,UK,P,4,0,2020
ser.lighting.other,Night,3.10350000000,UK,P,4,0,2020
ser.other,Night,2.94750000000,UK,P,4,0,2020
ser.refrigeration,Night,8.66380000000,UK,P,4,0,2020
ser.hot-water.high-consumption,Night,2.69370000000,UK,P,4,0,2020
ser.hot-water.low-consumption,Night,1.58400000000,UK,P,4,0,2020
nga,Day,11.08330000000,UK,P,5,12.552,2020
biomass,Day,12.69270000000,UK,P,5,10.019,2020
elc,Day,57.16670000000,UK,P,5,43.34267522,2020
oil,Day,19.79440000000,UK,P,5,19.7944343,2020
hco,Day,16.74800000000,UK,P,5,19.7944343,2020
lfo,Day,16.74800000000,UK,P,5,19.7944343,2020
wood,Day,12.69270000000,UK,P,5,10.019,2020
hydrogen,Day,105.01680000000,UK,P,5,105.016835,2020
pellets,Day,15.27780000000,UK,P,5,20.58703511,2020
ser.cooling.high-consumption,Day,2.10690000000,UK,P,5,0,2020
ser.cooking,Day,5.02040000000,UK,P,5,0,2020
ser.computing,Day,40.44280000000,UK,P,5,0,2020
ser.space-heat.high-consumption,Day,13.53150000000,UK,P,5,0,2020
ser.space-heat.low-consumption,Day,3.34490000000,UK,P,5,0,2020
ser.lighting.office,Day,3.24040000000,UK,P,5,0,2020
ser.lighting.other,Day,4.43360000000,UK,P,5,0,2020
ser.other,Day,4.21070000000,UK,P,5,0,2020
ser.refrigeration,Day,12.37690000000,UK,P,5,0,2020
ser.hot-water.high-consumption,Day,3.38870000000,UK,P,5,0,2020
ser.hot-water.low-consumption,Day,5.72650000000,UK,P,5,0,2020
nga,Peak,11.08330000000,UK,P,6,12.552,2020
biomass,Peak,12.69270000000,UK,P,6,10.019,2020
elc,Peak,57.16670000000,UK,P,6,43.34267522,2020
oil,Peak,19.79440000000,UK,P,6,19.7944343,2020
hco,Peak,16.74800000000,UK,P,6,19.7944343,2020
lfo,Peak,16.74800000000,UK,P,6,19.7944343,2020
wood,Peak,12.69270000000,UK,P,6,10.019,2020
hydrogen,Peak,105.01680000000,UK,P,6,105.016835,2020
pellets,Peak,15.27780000000,UK,P,6,20.58703511,2020
ser.cooling.high-consumption,Peak,0.63210000000,UK,P,6,0,2020
ser.computing,Peak,12.13280000000,UK,P,6,0,2020
ser.space-heat.high-consumption,Peak,2.43490000000,UK,P,6,0,2020
ser.space-heat.low-consumption,Peak,0.87090000000,UK,P,6,0,2020
ser.lighting.office,Peak,0.97210000000,UK,P,6,0,2020
ser.lighting.other,Peak,1.33010000000,UK,P,6,0,2020
ser.other,Peak,1.26320000000,UK,P,6,0,2020
ser.refrigeration,Peak,3.71310000000,UK,P,6,0,2020
ser.hot-water.high-consumption,Peak,1.12020000000,UK,P,6,0,2020
ser.hot-water.low-consumption,Peak,0.69400000000,UK,P,6,0,2020
nga,Evening,11.08330000000,UK,P,7,12.552,2020
biomass,Evening,12.69270000000,UK,P,7,10.019,2020
elc,Evening,57.16670000000,UK,P,7,43.34267522,2020
oil,Evening,19.79440000000,UK,P,7,19.7944343,2020
hco,Evening,16.74800000000,UK,P,7,19.7944343,2020
lfo,Evening,16.74800000000,UK,P,7,19.7944343,2020
wood,Evening,12.69270000000,UK,P,7,10.019,2020
hydrogen,Evening,105.01680000000,UK,P,7,105.016835,2020
pellets,Evening,15.27780000000,UK,P,7,20.58703511,2020
ser.cooling.high-consumption,Evening,0.84270000000,UK,P,7,0,2020
ser.cooking,Evening,2.00820000000,UK,P,7,0,2020
ser.computing,Evening,16.17710000000,UK,P,7,0,2020
ser.space-heat.high-consumption,Evening,3.26160000000,UK,P,7,0,2020
ser.space-heat.low-consumption,Evening,1.10660000000,UK,P,7,0,2020
ser.lighting.office,Evening,1.29620000000,UK,P,7,0,2020
ser.lighting.other,Evening,1.77340000000,UK,P,7,0,2020
ser.other,Evening,1.68430000000,UK,P,7,0,2020
ser.refrigeration,Evening,4.95080000000,UK,P,7,0,2020
ser.hot-water.high-consumption,Evening,1.59470000000,UK,P,7,0,2020
ser.hot-water.low-consumption,Evening,0.83530000000,UK,P,7,0,2020
nga,Night,11.08330000000,UK,S,8,12.552,2020
biomass,Night,12.69270000000,UK,S,8,10.019,2020
elc,Night,57.16670000000,UK,S,8,43.34267522,2020
oil,Night,19.79440000000,UK,S,8,19.7944343,2020
hco,Night,16.74800000000,UK,S,8,19.7944343,2020
lfo,Night,16.74800000000,UK,S,8,19.7944343,2020
wood,Night,12.69270000000,UK,S,8,10.019,2020
hydrogen,Night,105.01680000000,UK,S,8,105.016835,2020
pellets,Night,15.27780000000,UK,S,8,20.58703511,2020
ser.cooling.high-consumption,Night,1.47480000000,UK,S,8,0,2020
ser.cooking,Night,3.51430000000,UK,S,8,0,2020
ser.computing,Night,28.31000000000,UK,S,8,0,2020
ser.space-heat.high-consumption,Night,21.26910000000,UK,S,8,0,2020
ser.space-heat.low-consumption,Night,3.05550000000,UK,S,8,0,2020
ser.lighting.office,Night,2.26830000000,UK,S,8,0,2020
ser.lighting.other,Night,3.10350000000,UK,S,8,0,2020
ser.other,Night,2.94750000000,UK,S,8,0,2020
ser.refrigeration,Night,8.66380000000,UK,S,8,0,2020
ser.hot-water.high-consumption,Night,2.72290000000,UK,S,8,0,2020
ser.hot-water.low-consumption,Night,1.60660000000,UK,S,8,0,2020
nga,Day,11.08330000000,UK,S,9,12.552,2020
biomass,Day,12.69270000000,UK,S,9,10.019,2020
elc,Day,57.16670000000,UK,S,9,43.34267522,2020
oil,Day,19.79440000000,UK,S,9,19.7944343,2020
hco,Day,16.74800000000,UK,S,9,19.7944343,2020
lfo,Day,16.74800000000,UK,S,9,19.7944343,2020
wood,Day,12.69270000000,UK,S,9,10.019,2020
hydrogen,Day,105.01680000000,UK,S,9,105.016835,2020
pellets,Day,15.27780000000,UK,S,9,20.58703511,2020
ser.cooling.high-consumption,Day,2.10690000000,UK,S,9,0,2020
ser.cooking,Day,5.02040000000,UK,S,9,0,2020
ser.computing,Day,40.44280000000,UK,S,9,0,2020
ser.space-heat.high-consumption,Day,12.62570000000,UK,S,9,0,2020
ser.space-heat.low-consumption,Day,6.35420000000,UK,S,9,0,2020
ser.lighting.office,Day,3.24040000000,UK,S,9,0,2020
ser.lighting.other,Day,4.43360000000,UK,S,9,0,2020
ser.other,Day,4.21070000000,UK,S,9,0,2020
ser.refrigeration,Day,12.37690000000,UK,S,9,0,2020
ser.hot-water.high-consumption,Day,3.53580000000,UK,S,9,0,2020
ser.hot-water.low-consumption,Day,5.88960000000,UK,S,9,0,2020
nga,Peak,11.08330000000,UK,S,10,12.552,2020
biomass,Peak,12.69270000000,UK,S,10,10.019,2020
elc,Peak,57.16670000000,UK,S,10,43.34267522,2020
oil,Peak,19.79440000000,UK,S,10,19.7944343,2020
hco,Peak,16.74800000000,UK,S,10,19.7944343,2020
lfo,Peak,16.74800000000,UK,S,10,19.7944343,2020
wood,Peak,12.69270000000,UK,S,10,10.019,2020
hydrogen,Peak,105.01680000000,UK,S,10,105.016835,2020
pellets,Peak,15.27780000000,UK,S,10,20.58703511,2020
ser.cooling.high-consumption,Peak,0.63210000000,UK,S,10,0,2020
ser.computing,Peak,12.13280000000,UK,S,10,0,2020
ser.space-heat.high-consumption,Peak,8.84040000000,UK,S,10,0,2020
ser.space-heat.low-consumption,Peak,1.09890000000,UK,S,10,0,2020
ser.lighting.office,Peak,0.97210000000,UK,S,10,0,2020
ser.lighting.other,Peak,1.33010000000,UK,S,10,0,2020
ser.other,Peak,1.26320000000,UK,S,10,0,2020
ser.refrigeration,Peak,3.71310000000,UK,S,10,0,2020
ser.hot-water.high-consumption,Peak,1.15180000000,UK,S,10,0,2020
ser.hot-water.low-consumption,Peak,0.69040000000,UK,S,10,0,2020
nga,Evening,11.08330000000,UK,S,11,12.552,2020
biomass,Evening,12.69270000000,UK,S,11,10.019,2020
elc,Evening,57.16670000000,UK,S,11,43.34267522,2020
oil,Evening,19.79440000000,UK,S,11,19.7944343,2020
hco,Evening,16.74800000000,UK,S,11,19.7944343,2020
lfo,Evening,16.74800000000,UK,S,11,19.7944343,2020
wood,Evening,12.69270000000,UK,S,11,10.019,2020
hydrogen,Evening,105.01680000000,UK,S,11,105.016835,2020
pellets,Evening,15.27780000000,UK,S,11,20.58703511,2020
ser.cooling.high-consumption,Evening,0.84270000000,UK,S,11,0,2020
ser.cooking,Evening,2.00820000000,UK,S,11,0,2020
ser.computing,Evening,16.17710000000,UK,S,11,0,2020
ser.space-heat.low-consumption,Evening,2.00210000000,UK,S,11,0,2020
ser.lighting.office,Evening,1.29620000000,UK,S,11,0,2020
ser.lighting.other,Evening,1.77340000000,UK,S,11,0,2020
ser.other,Evening,1.68430000000,UK,S,11,0,2020
ser.refrigeration,Evening,4.95080000000,UK,S,11,0,2020
ser.hot-water.high-consumption,Evening,1.62630000000,UK,S,11,0,2020
ser.hot-water.low-consumption,Evening,0.82580000000,UK,S,11,0,2020
nga,Night,11.08330000000,UK,A,12,12.552,2020
biomass,Night,12.69270000000,UK,A,12,10.019,2020
elc,Night,57.16670000000,UK,A,12,43.34267522,2020
oil,Night,19.79440000000,UK,A,12,19.7944343,2020
hco,Night,16.74800000000,UK,A,12,19.7944343,2020
lfo,Night,16.74800000000,UK,A,12,19.7944343,2020
wood,Night,12.69270000000,UK,A,12,10.019,2020
hydrogen,Night,105.01680000000,UK,A,12,105.016835,2020
pellets,Night,15.27780000000,UK,A,12,20.58703511,2020
ser.cooling.high-consumption,Night,1.47480000000,UK,A,12,0,2020
ser.cooking,Night,3.51430000000,UK,A,12,0,2020
ser.computing,Night,28.31000000000,UK,A,12,0,2020
ser.space-heat.high-consumption,Night,3.87300000000,UK,A,12,0,2020
ser.space-heat.low-consumption,Night,1.78980000000,UK,A,12,0,2020
ser.lighting.office,Night,2.26830000000,UK,A,12,0,2020
ser.lighting.other,Night,3.10350000000,UK,A,12,0,2020
ser.other,Night,2.94750000000,UK,A,12,0,2020
ser.refrigeration,Night,8.66380000000,UK,A,12,0,2020
ser.hot-water.high-consumption,Night,2.70990000000,UK,A,12,0,2020
ser.hot-water.low-consumption,Night,1.58020000000,UK,A,12,0,2020
nga,Day,11.08330000000,UK,A,13,12.552,2020
biomass,Day,12.69270000000,UK,A,13,10.019,2020
elc,Day,57.16670000000,UK,A,13,43.34267522,2020
oil,Day,19.79440000000,UK,A,13,19.7944343,2020
hco,Day,16.74800000000,UK,A,13,19.7944343,2020
lfo,Day,16.74800000000,UK,A,13,19.7944343,2020
wood,Day,12.69270000000,UK,A,13,10.019,2020
hydrogen,Day,105.01680000000,UK,A,13,105.016835,2020
pellets,Day,15.27780000000,UK,A,13,20.58703511,2020
ser.cooling.high-consumption,Day,2.10690000000,UK,A,13,0,2020
ser.cooking,Day,5.02040000000,UK,A,13,0,2020
ser.computing,Day,40.44280000000,UK,A,13,0,2020
ser.space-heat.high-consumption,Day,10.76250000000,UK,A,13,0,2020
ser.space-heat.low-consumption,Day,3.04200000000,UK,A,13,0,2020
ser.lighting.office,Day,3.24040000000,UK,A,13,0,2020
ser.lighting.other,Day,4.43360000000,UK,A,13,0,2020
ser.other,Day,4.21070000000,UK,A,13,0,2020
ser.refrigeration,Day,12.37690000000,UK,A,13,0,2020
ser.hot-water.high-consumption,Day,3.44480000000,UK,A,13,0,2020
ser.hot-water.low-consumption,Day,5.72530000000,UK,A,13,0,2020
nga,Peak,11.08330000000,UK,A,14,12.552,2020
biomass,Peak,12.69270000000,UK,A,14,10.019,2020
elc,Peak,57.16670000000,UK,A,14,43.34267522,2020
oil,Peak,19.79440000000,UK,A,14,19.7944343,2020
hco,Peak,16.74800000000,UK,A,14,19.7944343,2020
lfo,Peak,16.74800000000,UK,A,14,19.7944343,2020
wood,Peak,12.69270000000,UK,A,14,10.019,2020
hydrogen,Peak,105.01680000000,UK,A,14,105.016835,2020
pellets,Peak,15.27780000000,UK,A,14,20.58703511,2020
ser.cooling.high-consumption,Peak,0.63210000000,UK,A,14,0,2020
ser.computing,Peak,12.13280000000,UK,A,14,0,2020
ser.space-heat.high-consumption,Peak,1.82310000000,UK,A,14,0,2020
ser.space-heat.low-consumption,Peak,0.82800000000,UK,A,14,0,2020
ser.lighting.office,Peak,0.97210000000,UK,A,14,0,2020
ser.lighting.other,Peak,1.33010000000,UK,A,14,0,2020
ser.other,Peak,1.26320000000,UK,A,14,0,2020
ser.refrigeration,Peak,3.71310000000,UK,A,14,0,2020
ser.hot-water.high-consumption,Peak,1.12730000000,UK,A,14,0,2020
ser.hot-water.low-consumption,Peak,0.69400000000,UK,A,14,0,2020
nga,Evening,11.08330000000,UK,A,15,12.552,2020
biomass,Evening,12.69270000000,UK,A,15,10.019,2020
elc,Evening,57.16670000000,UK,A,15,43.34267522,2020
oil,Evening,19.79440000000,UK,A,15,19.7944343,2020
hco,Evening,16.74800000000,UK,A,15,19.7944343,2020
lfo,Evening,16.74800000000,UK,A,15,19.7944343,2020
wood,Evening,12.69270000000,UK,A,15,10.019,2020
hydrogen,Evening,105.01680000000,UK,A,15,105.016835,2020
