commodity,consumption,period,region,season,timeslice,units_prices,year
hco,10.45020000000,Evening,UK,P,7,19.7944343,2015
lfo,2.93260000000,Evening,UK,P,7,19.7944343,2015
wood,1.52340000000,Evening,UK,P,7,10.019,2015
hydrogen,0.27770000000,Evening,UK,P,7,105.016835,2015
ser.cooling.high-consumption,1.62970000000,Evening,UK,P,7,0,2015
ser.cooking,3.25210000000,Evening,UK,P,7,0,2015
ser.computing,0.33900000000,Evening,UK,P,7,0,2015
ser.space-heat.high-consumption,11.66160000000,Evening,UK,P,7,0,2015
ser.space-heat.low-consumption,5.79010000000,Evening,UK,P,7,0,2015
ser.lighting.office,10.46940000000,Evening,UK,P,7,0,2015
ser.lighting.other,4.72650000000,Evening,UK,P,7,0,2015
ser.other,0.61220000000,Evening,UK,P,7,0,2015
ser.refrigeration,1.57880000000,Evening,UK,P,7,0,2015
ser.hot-water.high-consumption,2.21560000000,Evening,UK,P,7,0,2015
ser.hot-water.low-consumption,0.86320000000,Evening,UK,P,7,0,2015
nga,45.64050000000,Night,UK,S,8,12.552,2015
bog,0.01750000000,Night,UK,S,8,0,2015
biomass,0.01720000000,Night,UK,S,8,10.019,2015
elc,41.99890000000,Night,UK,S,8,43.34267522,2015
oil,1.53580000000,Night,UK,S,8,19.7944343,2015
hco,3.13510000000,Night,UK,S,8,19.7944343,2015
lfo,0.52730000000,Night,UK,S,8,19.7944343,2015
wood,1.93410000000,Night,UK,S,8,10.019,2015
hydrogen,0.55540000000,Night,UK,S,8,105.016835,2015
ser.cooling.high-consumption,47.68360000000,Night,UK,S,8,0,2015
ser.cooking,6.50430000000,Night,UK,S,8,0,2015
ser.computing,2.20380000000,Night,UK,S,8,0,2015
ser.space-heat.high-consumption,3.44780000000,Night,UK,S,8,0,2015
ser.space-heat.low-consumption,0.89710000000,Night,UK,S,8,0,2015
ser.lighting.office,18.84500000000,Night,UK,S,8,0,2015
ser.lighting.other,8.50770000000,Night,UK,S,8,0,2015
ser.other,2.04070000000,Night,UK,S,8,0,2015
ser.refrigeration,6.31510000000,Night,UK,S,8,0,2015
ser.hot-water.high-consumption,3.14960000000,Night,UK,S,8,0,2015
ser.hot-water.low-consumption,1.68310000000,Night,UK,S,8,0,2015
nga,8.40060000000,Day,UK,S,9,12.552,2015
bog,0.00700000000,Day,UK,S,9,0,2015
biomass,0.00690000000,Day,UK,S,9,10.019,2015
elc,21.52190000000,Day,UK,S,9,43.34267522,2015
oil,0.38210000000,Day,UK,S,9,19.7944343,2015
hco,0.18270000000,Day,UK,S,9,19.7944343,2015
lfo,0.52090000000,Day,UK,S,9,19.7944343,2015
wood,0.39600000000,Day,UK,S,9,10.019,2015
hydrogen,0.09260000000,Day,UK,S,9,105.016835,2015
ser.cooling.high-consumption,3.62150000000,Day,UK,S,9,0,2015
ser.cooking,1.08400000000,Day,UK,S,9,0,2015
ser.computing,0.33900000000,Day,UK,S,9,0,2015
ser.space-heat.high-consumption,0.10360000000,Day,UK,S,9,0,2015
ser.space-heat.low-consumption,0.34680000000,Day,UK,S,9,0,2015
ser.lighting.office,6.28170000000,Day,UK,S,9,0,2015
ser.lighting.other,2.83590000000,Day,UK,S,9,0,2015
ser.other,0.81630000000,Day,UK,S,9,0,2015
ser.refrigeration,2.52610000000,Day,UK,S,9,0,2015
ser.hot-water.high-consumption,0.54010000000,Day,UK,S,9,0,2015
ser.hot-water.low-consumption,0.33170000000,Day,UK,S,9,0,2015
nga,5.58510000000,Peak,UK,S,10,12.552,2015
bog,0.01230000000,Peak,UK,S,10,0,2015
biomass,0.01200000000,Peak,UK,S,10,10.019,2015
elc,16.22810000000,Peak,UK,S,10,43.34267522,2015
oil,0.07010000000,Peak,UK,S,10,19.7944343,2015
hco,0.30220000000,Peak,UK,S,10,19.7944343,2015
lfo,0.32870000000,Peak,UK,S,10,19.7944343,2015
wood,1.18280000000,Peak,UK,S,10,10.019,2015
ser.cooling.high-consumption,3.62150000000,Peak,UK,S,10,0,2015
ser.computing,0.50860000000,Peak,UK,S,10,0,2015
ser.space-heat.high-consumption,0.16990000000,Peak,UK,S,10,0,2015
ser.space-heat.low-consumption,0.58190000000,Peak,UK,S,10,0,2015
ser.lighting.office,8.37550000000,Peak,UK,S,10,0,2015
ser.lighting.other,3.78120000000,Peak,UK,S,10,0,2015
ser.other,1.42850000000,Peak,UK,S,10,0,2015
ser.refrigeration,4.42060000000,Peak,UK,S,10,0,2015
ser.hot-water.high-consumption,2.13580000000,Peak,UK,S,10,0,2015
ser.hot-water.low-consumption,1.13860000000,Peak,UK,S,10,0,2015
nga,7.79780000000,Evening,UK,S,11,12.552,2015
bog,0.00530000000,Evening,UK,S,11,0,2015
biomass,0.00520000000,Evening,UK,S,11,10.019,2015
elc,12.87890000000,Evening,UK,S,11,43.34267522,2015
oil,0.75360000000,Evening,UK,S,11,19.7944343,2015
hco,0.12510000000,Evening,UK,S,11,19.7944343,2015
lfo,0.22630000000,Evening,UK,S,11,19.7944343,2015
wood,0.94850000000,Evening,UK,S,11,10.019,2015
hydrogen,0.27770000000,Evening,UK,S,11,105.016835,2015
ser.cooling.high-consumption,5.43230000000,Evening,UK,S,11,0,2015
ser.cooking,3.25210000000,Evening,UK,S,11,0,2015
ser.computing,0.33900000000,Evening,UK,S,11,0,2015
ser.space-heat.low-consumption,0.40620000000,Evening,UK,S,11,0,2015
ser.lighting.office,8.37550000000,Evening,UK,S,11,0,2015
ser.lighting.other,3.78120000000,Evening,UK,S,11,0,2015
ser.other,0.61220000000,Evening,UK,S,11,0,2015
ser.refrigeration,1.89450000000,Evening,UK,S,11,0,2015
ser.hot-water.high-consumption,1.35400000000,Evening,UK,S,11,0,2015
ser.hot-water.low-consumption,0.84820000000,Evening,UK,S,11,0,2015
nga,14.48840000000,Night,UK,A,12,12.552,2015
bog,0.01750000000,Night,UK,A,12,0,2015
biomass,0.01720000000,Night,UK,A,12,10.019,2015
elc,44.80560000000,Night,UK,A,12,43.34267522,2015
oil,1.62600000000,Night,UK,A,12,19.7944343,2015
hco,43.36940000000,Night,UK,A,12,19.7944343,2015
lfo,9.30470000000,Night,UK,A,12,19.7944343,2015
wood,2.80360000000,Night,UK,A,12,10.019,2015
hydrogen,0.55540000000,Night,UK,A,12,105.016835,2015
ser.cooling.high-consumption,3.17890000000,Night,UK,A,12,0,2015
ser.cooking,6.50430000000,Night,UK,A,12,0,2015
ser.computing,2.20380000000,Night,UK,A,12,0,2015
ser.space-heat.high-consumption,46.52440000000,Night,UK,A,12,0,2015
ser.space-heat.low-consumption,19.88840000000,Night,UK,A,12,0,2015
ser.lighting.office,28.26750000000,Night,UK,A,12,0,2015
ser.lighting.other,12.76160000000,Night,UK,A,12,0,2015
ser.other,2.04070000000,Night,UK,A,12,0,2015
ser.refrigeration,4.21010000000,Night,UK,A,12,0,2015
ser.hot-water.high-consumption,4.78270000000,Night,UK,A,12,0,2015
ser.hot-water.low-consumption,1.80490000000,Night,UK,A,12,0,2015
nga,16.85990000000,Day,UK,A,13,12.552,2015
bog,0.00700000000,Day,UK,A,13,0,2015
biomass,0.00690000000,Day,UK,A,13,10.019,2015
elc,20.50170000000,Day,UK,A,13,43.34267522,2015
oil,0.64040000000,Day,UK,A,13,19.7944343,2015
hco,10.97950000000,Day,UK,A,13,19.7944343,2015
lfo,4.41170000000,Day,UK,A,13,19.7944343,2015
wood,0.77920000000,Day,UK,A,13,10.019,2015
hydrogen,0.09260000000,Day,UK,A,13,105.016835,2015
ser.cooling.high-consumption,0.24140000000,Day,UK,A,13,0,2015
ser.cooking,1.08400000000,Day,UK,A,13,0,2015
ser.computing,0.33900000000,Day,UK,A,13,0,2015
ser.space-heat.high-consumption,13.34530000000,Day,UK,A,13,0,2015
ser.space-heat.low-consumption,6.72860000000,Day,UK,A,13,0,2015
ser.lighting.office,9.42250000000,Day,UK,A,13,0,2015
ser.lighting.other,4.25390000000,Day,UK,A,13,0,2015
ser.other,0.81630000000,Day,UK,A,13,0,2015
ser.refrigeration,1.68400000000,Day,UK,A,13,0,2015
ser.hot-water.high-consumption,0.95430000000,Day,UK,A,13,0,2015
ser.hot-water.low-consumption,0.36510000000,Day,UK,A,13,0,2015
nga,9.85870000000,Peak,UK,A,14,12.552,2015
bog,0.01230000000,Peak,UK,A,14,0,2015
biomass,0.01200000000,Peak,UK,A,14,10.019,2015
elc,19.16030000000,Peak,UK,A,14,43.34267522,2015
oil,0.20650000000,Peak,UK,A,14,19.7944343,2015
hco,10.43480000000,Peak,UK,A,14,19.7944343,2015
lfo,2.87330000000,Peak,UK,A,14,19.7944343,2015
wood,1.57340000000,Peak,UK,A,14,10.019,2015
ser.cooling.high-consumption,0.24140000000,Peak,UK,A,14,0,2015
ser.computing,0.50860000000,Peak,UK,A,14,0,2015
ser.space-heat.high-consumption,13.57210000000,Peak,UK,A,14,0,2015
ser.space-heat.low-consumption,5.46270000000,Peak,UK,A,14,0,2015
ser.lighting.office,12.56330000000,Peak,UK,A,14,0,2015
ser.lighting.other,5.67180000000,Peak,UK,A,14,0,2015
ser.other,1.42850000000,Peak,UK,A,14,0,2015
ser.refrigeration,2.94710000000,Peak,UK,A,14,0,2015
ser.hot-water.high-consumption,3.06620000000,Peak,UK,A,14,0,2015
ser.hot-water.low-consumption,1.20780000000,Peak,UK,A,14,0,2015
nga,7.39680000000,Evening,UK,A,15,12.552,2015
bog,0.00530000000,Evening,UK,A,15,0,2015
biomass,0.00520000000,Evening,UK,A,15,10.019,2015
elc,20.43970000000,Evening,UK,A,15,43.34267522,2015
oil,0.84420000000,Evening,UK,A,15,19.7944343,2015
hco,23.52260000000,Evening,UK,A,15,19.7944343,2015
lfo,4.23430000000,Evening,UK,A,15,19.7944343,2015
wood,1.57380000000,Evening,UK,A,15,10.019,2015
hydrogen,0.27770000000,Evening,UK,A,15,105.016835,2015
ser.cooling.high-consumption,0.36220000000,Evening,UK,A,15,0,2015
ser.cooking,3.25210000000,Evening,UK,A,15,0,2015
ser.computing,0.33900000000,Evening,UK,A,15,0,2015
ser.space-heat.high-consumption,26.99730000000,Evening,UK,A,15,0,2015
ser.space-heat.low-consumption,8.97830000000,Evening,UK,A,15,0,2015
ser.lighting.office,12.56330000000,Evening,UK,A,15,0,2015
ser.lighting.other,5.67180000000,Evening,UK,A,15,0,2015
ser.other,0.61220000000,Evening,UK,A,15,0,2015
ser.refrigeration,1.26300000000,Evening,UK,A,15,0,2015
ser.hot-water.high-consumption,2.28740000000,Evening,UK,A,15,0,2015
ser.hot-water.low-consumption,0.86320000000,Evening,UK,A,15,0,2015
nga,27.27440000000,Night,UK,W,0,12.552,2020
bog,0.00880000000,Night,UK,W,0,0,2020
biomass,0.01230000000,Night,UK,W,0,10.019,2020
elc,42.39490000000,Night,UK,W,0,43.34267522,2020
oil,3.01380000000,Night,UK,W,0,19.7944343,2020
hco,16.30970000000,Night,UK,W,0,19.7944343,2020
lfo,5.07390000000,Night,UK,W,0,19.7944343,2020
wood,1.91650000000,Night,UK,W,0,10.019,2020
hydrogen,0.55500000000,Night,UK,W,0,105.016835,2020
ser.cooling.high-consumption,15.15490000000,Night,UK,W,0,0,2020
ser.cooking,6.89070000000,Night,UK,W,0,0,2020
ser.computing,2.33470000000,Night,UK,W,0,0,2020
ser.space-heat.high-consumption,18.53110000000,Night,UK,W,0,0,2020
ser.space-heat.low-consumption,9.34940000000,Night,UK,W,0,0,2020
ser.lighting.office,24.95560000000,Night,UK,W,0,0,2020
ser.lighting.other,11.26640000000,Night,UK,W,0,0,2020
ser.other,2.16190000000,Night,UK,W,0,0,2020
ser.refrigeration,5.57520000000,Night,UK,W,0,0,2020
ser.hot-water.high-consumption,4.48730000000,Night,UK,W,0,0,2020
ser.hot-water.low-consumption,1.90930000000,Night,UK,W,0,0,2020
nga,22.62490000000,Day,UK,W,1,12.552,2020
bog,0.00350000000,Day,UK,W,1,0,2020
biomass,0.00490000000,Day,UK,W,1,10.019,2020
elc,16.55540000000,Day,UK,W,1,43.34267522,2020
oil,0.93990000000,Day,UK,W,1,19.7944343,2020
hco,3.90870000000,Day,UK,W,1,19.7944343,2020
lfo,3.70890000000,Day,UK,W,1,19.7944343,2020
wood,0.65910000000,Day,UK,W,1,10.019,2020
hydrogen,0.09250000000,Day,UK,W,1,105.016835,2020
ser.cooling.high-consumption,1.15100000000,Day,UK,W,1,0,2020
ser.cooking,1.14840000000,Day,UK,W,1,0,2020
ser.computing,0.35920000000,Day,UK,W,1,0,2020
ser.space-heat.high-consumption,4.67150000000,Day,UK,W,1,0,2020
ser.space-heat.low-consumption,3.34250000000,Day,UK,W,1,0,2020
ser.lighting.office,8.31850000000,Day,UK,W,1,0,2020
ser.lighting.other,3.75550000000,Day,UK,W,1,0,2020
ser.other,0.86480000000,Day,UK,W,1,0,2020
ser.refrigeration,2.23010000000,Day,UK,W,1,0,2020
ser.hot-water.high-consumption,0.83040000000,Day,UK,W,1,0,2020
ser.hot-water.low-consumption,0.38190000000,Day,UK,W,1,0,2020
nga,13.74660000000,Peak,UK,W,2,12.552,2020
bog,0.00610000000,Peak,UK,W,2,0,2020
biomass,0.00860000000,Peak,UK,W,2,10.019,2020
elc,19.80820000000,Peak,UK,W,2,43.34267522,2020
oil,0.33970000000,Peak,UK,W,2,19.7944343,2020
hco,3.69510000000,Peak,UK,W,2,19.7944343,2020
lfo,2.61160000000,Peak,UK,W,2,19.7944343,2020
wood,1.23260000000,Peak,UK,W,2,10.019,2020
ser.cooling.high-consumption,1.15100000000,Peak,UK,W,2,0,2020
ser.computing,0.53880000000,Peak,UK,W,2,0,2020
ser.space-heat.high-consumption,5.22250000000,Peak,UK,W,2,0,2020
ser.space-heat.low-consumption,3.51590000000,Peak,UK,W,2,0,2020
ser.lighting.office,11.09140000000,Peak,UK,W,2,0,2020
ser.lighting.other,5.00730000000,Peak,UK,W,2,0,2020
ser.other,1.51330000000,Peak,UK,W,2,0,2020
ser.refrigeration,3.90270000000,Peak,UK,W,2,0,2020
ser.hot-water.high-consumption,2.91300000000,Peak,UK,W,2,0,2020
ser.hot-water.low-consumption,1.26510000000,Peak,UK,W,2,0,2020
nga,11.34790000000,Evening,UK,W,3,12.552,2020
bog,0.00260000000,Evening,UK,W,3,0,2020
biomass,0.00370000000,Evening,UK,W,3,10.019,2020
elc,16.85770000000,Evening,UK,W,3,43.34267522,2020
oil,1.55640000000,Evening,UK,W,3,19.7944343,2020
hco,8.03250000000,Evening,UK,W,3,19.7944343,2020
lfo,2.82410000000,Evening,UK,W,3,19.7944343,2020
wood,1.03970000000,Evening,UK,W,3,10.019,2020
hydrogen,0.27750000000,Evening,UK,W,3,105.016835,2020
ser.cooling.high-consumption,1.72650000000,Evening,UK,W,3,0,2020
ser.cooking,3.44530000000,Evening,UK,W,3,0,2020
ser.computing,0.35920000000,Evening,UK,W,3,0,2020
ser.space-heat.high-consumption,9.75290000000,Evening,UK,W,3,0,2020
ser.space-heat.low-consumption,4.97270000000,Evening,UK,W,3,0,2020
ser.lighting.office,11.09140000000,Evening,UK,W,3,0,2020
ser.lighting.other,5.00730000000,Evening,UK,W,3,0,2020
ser.other,0.64860000000,Evening,UK,W,3,0,2020
ser.refrigeration,1.67260000000,Evening,UK,W,3,0,2020
ser.hot-water.high-consumption,2.16790000000,Evening,UK,W,3,0,2020
ser.hot-water.low-consumption,0.91450000000,Evening,UK,W,3,0,2020
nga,25.08920000000,Night,UK,P,4,12.552,2020
bog,0.00880000000,Night,UK,P,4,0,2020
biomass,0.01230000000,Night,UK,P,4,10.019,2020
elc,43.10800000000,Night,UK,P,4,43.34267522,2020
oil,3.13990000000,Night,UK,P,4,19.7944343,2020
hco,20.67200000000,Night,UK,P,4,19.7944343,2020
lfo,5.94380000000,Night,UK,P,4,19.7944343,2020
wood,1.97850000000,Night,UK,P,4,10.019,2020
hydrogen,0.55500000000,Night,UK,P,4,105.016835,2020
ser.cooling.high-consumption,15.15490000000,Night,UK,P,4,0,2020
ser.cooking,6.89070000000,Night,UK,P,4,0,2020
ser.computing,2.33470000000,Night,UK,P,4,0,2020
ser.space-heat.high-consumption,22.48660000000,Night,UK,P,4,0,2020
ser.space-heat.low-consumption,11.62240000000,Night,UK,P,4,0,2020
ser.lighting.office,24.95560000000,Night,UK,P,4,0,2020
ser.lighting.other,11.26640000000,Night,UK,P,4,0,2020
ser.other,2.16190000000,Night,UK,P,4,0,2020
ser.refrigeration,5.57520000000,Night,UK,P,4,0,2020
ser.hot-water.high-consumption,4.70020000000,Night,UK,P,4,0,2020
ser.hot-water.low-consumption,1.91210000000,Night,UK,P,4,0,2020
nga,13.20210000000,Day,UK,P,5,12.552,2020
bog,0.00350000000,Day,UK,P,5,0,2020
biomass,0.00490000000,Day,UK,P,5,10.019,2020
elc,16.69580000000,Day,UK,P,5,43.34267522,2020
oil,0.85670000000,Day,UK,P,5,19.7944343,2020
hco,5.18500000000,Day,UK,P,5,19.7944343,2020
lfo,2.99010000000,Day,UK,P,5,19.7944343,2020
wood,0.52940000000,Day,UK,P,5,10.019,2020
hydrogen,0.09250000000,Day,UK,P,5,105.016835,2020
ser.cooling.high-consumption,1.15100000000,Day,UK,P,5,0,2020
ser.cooking,1.14840000000,Day,UK,P,5,0,2020
ser.computing,0.35920000000,Day,UK,P,5,0,2020
ser.space-heat.high-consumption,5.94800000000,Day,UK,P,5,0,2020
ser.space-heat.low-consumption,4.07810000000,Day,UK,P,5,0,2020
ser.lighting.office,8.31850000000,Day,UK,P,5,0,2020
ser.lighting.other,3.75550000000,Day,UK,P,5,0,2020
ser.other,0.86480000000,Day,UK,P,5,0,2020
ser.refrigeration,2.23010000000,Day,UK,P,5,0,2020
ser.hot-water.high-consumption,0.89540000000,Day,UK,P,5,0,2020
ser.hot-water.low-consumption,0.38680000000,Day,UK,P,5,0,2020
nga,8.70310000000,Peak,UK,P,6,12.552,2020
bog,0.00610000000,Peak,UK,P,6,0,2020
biomass,0.00860000000,Peak,UK,P,6,10.019,2020
elc,19.69440000000,Peak,UK,P,6,43.34267522,2020
oil,0.34490000000,Peak,UK,P,6,19.7944343,2020
hco,5.53850000000,Peak,UK,P,6,19.7944343,2020
lfo,2.39380000000,Peak,UK,P,6,19.7944343,2020
wood,1.20360000000,Peak,UK,P,6,10.019,2020
ser.cooling.high-consumption,1.15100000000,Peak,UK,P,6,0,2020
ser.computing,0.53880000000,Peak,UK,P,6,0,2020
ser.space-heat.high-consumption,6.78360000000,Peak,UK,P,6,0,2020
ser.space-heat.low-consumption,4.26440000000,Peak,UK,P,6,0,2020
ser.lighting.office,11.09140000000,Peak,UK,P,6,0,2020
ser.lighting.other,5.00730000000,Peak,UK,P,6,0,2020
ser.other,1.51330000000,Peak,UK,P,6,0,2020
ser.refrigeration,3.90270000000,Peak,UK,P,6,0,2020
ser.hot-water.high-consumption,3.05640000000,Peak,UK,P,6,0,2020
ser.hot-water.low-consumption,1.27560000000,Peak,UK,P,6,0,2020
nga,8.58430000000,Evening,UK,P,7,12.552,2020
bog,0.00260000000,Evening,UK,P,7,0,2020
biomass,0.00370000000,Evening,UK,P,7,10.019,2020
elc,17.11280000000,Evening,UK,P,7,43.34267522,2020
oil,1.59830000000,Evening,UK,P,7,19.7944343,2020
hco,10.94170000000,Evening,UK,P,7,19.7944343,2020
lfo,3.15250000000,Evening,UK,P,7,19.7944343,2020
wood,1.07940000000,Evening,UK,P,7,10.019,2020
hydrogen,0.27750000000,Evening,UK,P,7,105.016835,2020
ser.cooling.high-consumption,1.72650000000,Evening,UK,P,7,0,2020
ser.cooking,3.44530000000,Evening,UK,P,7,0,2020
ser.computing,0.35920000000,Evening,UK,P,7,0,2020
ser.space-heat.high-consumption,12.35430000000,Evening,UK,P,7,0,2020
ser.space-heat.low-consumption,6.13410000000,Evening,UK,P,7,0,2020
ser.lighting.office,11.09140000000,Evening,UK,P,7,0,2020
ser.lighting.other,5.00730000000,Evening,UK,P,7,0,2020
ser.other,0.64860000000,Evening,UK,P,7,0,2020
ser.refrigeration,1.67260000000,Evening,UK,P,7,0,2020
ser.hot-water.high-consumption,2.34720000000,Evening,UK,P,7,0,2020
ser.hot-water.low-consumption,0.91450000000,Evening,UK,P,7,0,2020
nga,49.46020000000,Night,UK,S,8,12.552,2020
bog,0.00880000000,Night,UK,S,8,0,2020
biomass,0.01230000000,Night,UK,S,8,10.019,2020
elc,42.89180000000,Night,UK,S,8,43.34267522,2020
oil,2.44200000000,Night,UK,S,8,19.7944343,2020
hco,3.18140000000,Night,UK,S,8,19.7944343,2020
lfo,0.53840000000,Night,UK,S,8,19.7944343,2020
wood,1.43250000000,Night,UK,S,8,10.019,2020
hydrogen,0.55500000000,Night,UK,S,8,105.016835,2020
ser.cooling.high-consumption,50.51620000000,Night,UK,S,8,0,2020
ser.cooking,6.89070000000,Night,UK,S,8,0,2020
ser.computing,2.33470000000,Night,UK,S,8,0,2020
ser.space-heat.high-consumption,3.65260000000,Night,UK,S,8,0,2020
ser.space-heat.low-consumption,0.95040000000,Night,UK,S,8,0,2020
ser.lighting.office,19.96450000000,Night,UK,S,8,0,2020
ser.lighting.other,9.01310000000,Night,UK,S,8,0,2020
ser.other,2.16190000000,Night,UK,S,8,0,2020
ser.refrigeration,6.69030000000,Night,UK,S,8,0,2020
ser.hot-water.high-consumption,3.33670000000,Night,UK,S,8,0,2020
ser.hot-water.low-consumption,1.78300000000,Night,UK,S,8,0,2020
nga,7.12760000000,Day,UK,S,9,12.552,2020
bog,0.00350000000,Day,UK,S,9,0,2020
biomass,0.00490000000,Day,UK,S,9,10.019,2020
elc,17.70800000000,Day,UK,S,9,43.34267522,2020
oil,0.48330000000,Day,UK,S,9,19.7944343,2020
hco,0.18720000000,Day,UK,S,9,19.7944343,2020
lfo,0.39530000000,Day,UK,S,9,19.7944343,2020
wood,0.28220000000,Day,UK,S,9,10.019,2020
hydrogen,0.09250000000,Day,UK,S,9,105.016835,2020
ser.cooling.high-consumption,3.83670000000,Day,UK,S,9,0,2020
ser.cooking,1.14840000000,Day,UK,S,9,0,2020
ser.computing,0.35920000000,Day,UK,S,9,0,2020
ser.space-heat.high-consumption,0.10980000000,Day,UK,S,9,0,2020
ser.space-heat.low-consumption,0.36740000000,Day,UK,S,9,0,2020
ser.lighting.office,6.65480000000,Day,UK,S,9,0,2020
ser.lighting.other,3.00440000000,Day,UK,S,9,0,2020
ser.other,0.86480000000,Day,UK,S,9,0,2020
ser.refrigeration,2.67610000000,Day,UK,S,9,0,2020
ser.hot-water.high-consumption,0.57210000000,Day,UK,S,9,0,2020
ser.hot-water.low-consumption,0.35140000000,Day,UK,S,9,0,2020
nga,5.59520000000,Peak,UK,S,10,12.552,2020
bog,0.00610000000,Peak,UK,S,10,0,2020
biomass,0.00860000000,Peak,UK,S,10,10.019,2020
elc,17.52170000000,Peak,UK,S,10,43.34267522,2020
oil,0.07370000000,Peak,UK,S,10,19.7944343,2020
hco,0.31570000000,Peak,UK,S,10,19.7944343,2020
lfo,0.34050000000,Peak,UK,S,10,19.7944343,2020
wood,0.92030000000,Peak,UK,S,10,10.019,2020
ser.cooling.high-consumption,3.83670000000,Peak,UK,S,10,0,2020
ser.computing,0.53880000000,Peak,UK,S,10,0,2020
ser.space-heat.high-consumption,0.17990000000,Peak,UK,S,10,0,2020
ser.space-heat.low-consumption,0.61650000000,Peak,UK,S,10,0,2020
ser.lighting.office,8.87310000000,Peak,UK,S,10,0,2020
ser.lighting.other,4.00580000000,Peak,UK,S,10,0,2020
ser.other,1.51330000000,Peak,UK,S,10,0,2020
ser.refrigeration,4.68320000000,Peak,UK,S,10,0,2020
ser.hot-water.high-consumption,2.26270000000,Peak,UK,S,10,0,2020
ser.hot-water.low-consumption,1.20620000000,Peak,UK,S,10,0,2020
nga,8.59580000000,Evening,UK,S,11,12.552,2020
bog,0.00260000000,Evening,UK,S,11,0,2020
biomass,0.00370000000,Evening,UK,S,11,10.019,2020
elc,13.29830000000,Evening,UK,S,11,43.34267522,2020
oil,1.21110000000,Evening,UK,S,11,19.7944343,2020
hco,0.12960000000,Evening,UK,S,11,19.7944343,2020
lfo,0.23600000000,Evening,UK,S,11,19.7944343,2020
wood,0.65610000000,Evening,UK,S,11,10.019,2020
hydrogen,0.27750000000,Evening,UK,S,11,105.016835,2020
ser.cooling.high-consumption,5.75500000000,Evening,UK,S,11,0,2020
ser.cooking,3.44530000000,Evening,UK,S,11,0,2020
ser.computing,0.35920000000,Evening,UK,S,11,0,2020
ser.space-heat.low-consumption,0.43030000000,Evening,UK,S,11,0,2020
ser.lighting.office,8.87310000000,Evening,UK,S,11,0,2020
ser.lighting.other,4.00580000000,Evening,UK,S,11,0,2020
ser.other,0.64860000000,Evening,UK,S,11,0,2020
ser.refrigeration,2.00710000000,Evening,UK,S,11,0,2020
ser.hot-water.high-consumption,1.43440000000,Evening,UK,S,11,0,2020
ser.hot-water.low-consumption,0.89860000000,Evening,UK,S,11,0,2020
nga,16.78420000000,Night,UK,A,12,12.552,2020
bog,0.00880000000,Night,UK,A,12,0,2020
biomass,0.01230000000,Night,UK,A,12,10.019,2020
elc,46.28940000000,Night,UK,A,12,43.34267522,2020
oil,3.72290000000,Night,UK,A,12,19.7944343,2020
hco,44.52650000000,Night,UK,A,12,19.7944343,2020
lfo,10.51980000000,Night,UK,A,12,19.7944343,2020
wood,2.13740000000,Night,UK,A,12,10.019,2020
hydrogen,0.55500000000,Night,UK,A,12,105.016835,2020
ser.cooling.high-consumption,3.36770000000,Night,UK,A,12,0,2020
ser.cooking,6.89070000000,Night,UK,A,12,0,2020
ser.computing,2.33470000000,Night,UK,A,12,0,2020
ser.space-heat.high-consumption,49.28820000000,Night,UK,A,12,0,2020
ser.space-heat.low-consumption,21.06990000000,Night,UK,A,12,0,2020
ser.lighting.office,29.94670000000,Night,UK,A,12,0,2020
ser.lighting.other,13.51970000000,Night,UK,A,12,0,2020
ser.other,2.16190000000,Night,UK,A,12,0,2020
ser.refrigeration,4.46020000000,Night,UK,A,12,0,2020
ser.hot-water.high-consumption,5.06680000000,Night,UK,A,12,0,2020
ser.hot-water.low-consumption,1.91210000000,Night,UK,A,12,0,2020
nga,11.24690000000,Day,UK,A,13,12.552,2020
bog,0.00350000000,Day,UK,A,13,0,2020
biomass,0.00490000000,Day,UK,A,13,10.019,2020
elc,18.39510000000,Day,UK,A,13,43.34267522,2020
oil,1.00620000000,Day,UK,A,13,19.7944343,2020
hco,11.78470000000,Day,UK,A,13,19.7944343,2020
lfo,4.24680000000,Day,UK,A,13,19.7944343,2020
wood,0.55230000000,Day,UK,A,13,10.019,2020
hydrogen,0.09250000000,Day,UK,A,13,105.016835,2020
ser.cooling.high-consumption,0.25580000000,Day,UK,A,13,0,2020
ser.cooking,1.14840000000,Day,UK,A,13,0,2020
ser.computing,0.35920000000,Day,UK,A,13,0,2020
ser.space-heat.high-consumption,14.13810000000,Day,UK,A,13,0,2020
ser.space-heat.low-consumption,7.12830000000,Day,UK,A,13,0,2020
ser.lighting.office,9.98220000000,Day,UK,A,13,0,2020
ser.lighting.other,4.50660000000,Day,UK,A,13,0,2020
ser.other,0.86480000000,Day,UK,A,13,0,2020
ser.refrigeration,1.78410000000,Day,UK,A,13,0,2020
ser.hot-water.high-consumption,1.01100000000,Day,UK,A,13,0,2020
ser.hot-water.low-consumption,0.38680000000,Day,UK,A,13,0,2020
nga,7.39910000000,Peak,UK,A,14,12.552,2020
bog,0.00610000000,Peak,UK,A,14,0,2020
biomass,0.00860000000,Peak,UK,A,14,10.019,2020
elc,20.39270000000,Peak,UK,A,14,43.34267522,2020
oil,0.41800000000,Peak,UK,A,14,19.7944343,2020
hco,11.31090000000,Peak,UK,A,14,19.7944343,2020
lfo,2.99080000000,Peak,UK,A,14,19.7944343,2020
