RegionName,Timeslice,RES.COOKING.OTHER,RES.COOKING.HOBS,RES.COOKING.OVENS,RES.CONSUMER-ELECTRONICS.TV,RES.FREEZERS,RES.COOLING,RES.COMPUTERS,RES.REFRIGERATORS,RES.LIGHTING,RES.OTHER,RES.WET.APPLIANCES,RES.SPACE-HEAT.EXISTING-AVERAGE,RES.SPACE-HEAT.NEW-AVERAGE,RES.HOT-WATER.EXISTING-AVERAGE,RES.HOT-WATER.NEW-AVERAGE,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,3.3412441211989,4.558006002425112,4.102205402182612,7.025666008411525,2.07581485911615,0.0,2.0090588060342305,4.749480237910325,23.3637310342975,3.299248016739436,6.242202561044069,82.54774859309985,17.046506575303553,21.01137391700866,8.302679744642745,23.03401035348769,10.473196341967066,3.548561016009588,28.16563895088052,14.210282245481878,37.93016214459551,17.123941950173663,3.2858953152212504,8.473862068353423,6.820312317408501,2.902031632411735
UK,2,0.66824882423978,0.9116012004850224,0.8204410804365225,2.81026640336461,0.5930899597474711,0.0,1.0958502578368563,1.3569943536886635,93.45492413719,1.319699206695777,2.496881024417623,27.45353502902035,5.6692868474748535,4.152715069799267,1.6409523447386116,1.7494185078598248,1.7455327236611775,0.545932464001475,7.1002884701500255,5.080360414973126,12.643387381531836,5.707980650057888,1.314358126088497,3.389544827341361,1.262066075158596,0.5804876949059388
UK,3,0.33412441211989,0.4558006002425112,0.4102205402182612,1.7564165021028812,1.037907429558075,0.0,0.2922267354231623,2.3747401189551627,23.3637310342975,1.154736805858804,0.0,31.364781171912867,6.476977962360343,13.92372880735198,5.501984858073397,1.7494185078598248,0.0,0.8188986960022125,7.937728883254559,5.343835537259069,16.85784984204245,7.61064086674385,2.300126720654869,5.931703447847379,4.427547637365396,1.922766311286196
UK,4,2.33887088483923,3.190604201697578,2.871543781527828,2.4589831029440337,0.4448174698106038,0.0,0.9862652320531708,1.017745765266499,93.45492413719,0.9897744050218308,1.8726607683132164,45.866424170812174,9.47163689548242,10.116177093946744,3.997424394182034,2.624127761789737,5.236598170983533,0.545932464001475,14.823502606749548,7.5581011148528034,16.85784984204245,7.61064086674385,0.985768594566372,2.5421586205060187,3.2949747356845256,1.389931581800915
UK,5,3.3412441211989,4.558006002425112,4.102205402182612,7.025666008411525,2.07581485911615,0.0,2.0090588060342305,4.749480237910325,23.3637310342975,3.299248016739436,6.242202561044069,102.66216934395987,21.200231073328435,21.152283542390364,8.358360420123697,23.03401035348769,10.473196341967066,3.548561016009588,34.17763176280512,17.66497401828155,37.93016214459551,17.123941950173663,3.2858953152212504,8.473862068353423,7.143828832451963,2.9062586241563806
UK,6,0.66824882423978,0.9116012004850224,0.8204410804365225,2.81026640336461,0.5930899597474711,0.0,1.0958502578368563,1.3569943536886635,93.45492413719,1.319699206695777,2.496881024417623,34.78618845382744,7.18351499967481,4.23532776708748,1.6735968910274146,1.7494185078598248,1.7455327236611775,0.545932464001475,9.04036363736268,6.198283941334385,12.643387381531836,5.707980650057888,1.314358126088497,3.389544827341361,1.3608896441543392,0.5879540853935483
UK,7,0.33412441211989,0.4558006002425112,0.4102205402182612,1.7564165021028812,1.037907429558075,0.0,0.2922267354231623,2.3747401189551627,23.3637310342975,1.154736805858804,0.0,38.61404243218538,7.973985232037209,14.08413876111404,5.565371121113589,1.7494185078598248,0.0,0.8188986960022125,10.310517674680774,6.481505340774427,16.85784984204245,7.61064086674385,2.300126720654869,5.931703447847379,4.645466705318588,1.9388469171669769
UK,8,2.33887088483923,3.190604201697578,2.871543781527828,2.4589831029440337,0.4448174698106038,0.0,0.9862652320531708,1.017745765266499,93.45492413719,0.9897744050218308,1.8726607683132164,57.34121630746037,11.841236587071895,10.116177093946744,3.997424394182034,2.624127761789737,5.236598170983533,0.545932464001475,18.777469776985225,9.323261379455907,16.85784984204245,7.61064086674385,0.985768594566372,2.5421586205060187,3.5674780799258143,1.389931581800915
UK,9,3.3412441211989,4.558006002425112,4.102205402182612,7.025666008411525,2.49097783093938,0.0,1.60724704482739,5.699376285492391,18.690984827438,3.299248016739436,6.242202561044069,7.990075911270856,1.649989053366361,18.39922421470471,7.27048439611595,76.78003451162564,10.473196341967066,3.548561016009588,5.551578066255796,1.4444912209159992,30.34412971567641,13.69915356013893,3.2858953152212504,10.168634482024077,5.071550951191164,2.7100666258492816
UK,10,0.66824882423978,0.9116012004850224,0.8204410804365225,2.81026640336461,0.7117079516969664,0.0,0.8766802062694851,1.6283932244263988,74.763939309752,1.319699206695777,2.496881024417623,1.9590761754540744,0.4045586400062028,3.389804364774521,1.3394868964248032,5.831395026199416,1.7455327236611775,0.545932464001475,0.1668770662599616,0.5583719785486708,10.11470990522547,4.56638452004631,1.314358126088497,4.06745379280963,0.8695920067841784,0.5340845238818588
